id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
20078	Whispering Wind		9C	E8	A9	-1
20079	Ant		9C	E8	A9	-1
20080	Ant Captain		9C	E8	A9	-1
20081	Ant Overseer		9C	E8	A9	-1
20082	Ant Recruit		9C	E8	A9	-1
20084	Ant Patrol		9C	E8	A9	-1
20086	Ant Guard		9C	E8	A9	-1
20087	Ant Soldier		9C	E8	A9	-1
20088	Ant Warrior Captain		9C	E8	A9	-1
20089	Noble Ant		9C	E8	A9	-1
20090	Noble Ant Captain		9C	E8	A9	-1
20091	Young Fox		9C	E8	A9	-1
20093	Orc Warrior		9C	E8	A9	-1
20094	Orc Sniper		9C	E8	A9	-1
20096	Orc Lieutenant		9C	E8	A9	-1
20111	Ratman Lieutenant		9C	E8	A9	-1
20116	Fox		9C	E8	A9	-1
20119	Elder Fox		9C	E8	A9	-1
20120	Wolf		9C	E8	A9	-1
20130	Orc		9C	E8	A9	-1
20133	Bugbear		9C	E8	A9	-1
20134	Cave Maiden		9C	E8	A9	-1
20135	Alligator		9C	E8	A9	-1
20136	Death Knight		9C	E8	A9	-1
20137	Drake		9C	E8	A9	-1
20138	Gargoyle		9C	E8	A9	-1
20139	Giant Bee		9C	E8	A9	-1
20140	Giant Leech		9C	E8	A9	-1
20141	Giant Wild Boar		9C	E8	A9	-1
20142	Griffin		9C	E8	A9	-1
20143	Bear		9C	E8	A9	-1
20145	Harpy		9C	E8	A9	-1
20146	Headless Knight		9C	E8	A9	-1
20147	Hobgoblin		9C	E8	A9	-1
20148	Starving Spirit		9C	E8	A9	-1
20149	Steel Golem		9C	E8	A9	-1
20150	King Bugbear		9C	E8	A9	-1
20151	Kobold		9C	E8	A9	-1
20152	Lizardman		9C	E8	A9	-1
20153	Magical Weaver		9C	E8	A9	-1
20157	Marsh Stakato		9C	E8	A9	-1
20158	Medusa		9C	E8	A9	-1
20159	Minotaur		9C	E8	A9	-1
20161	Oel Mahum		9C	E8	A9	-1
20162	Ogre		9C	E8	A9	-1
20166	Succubus		9C	E8	A9	-1
20167	Serpent Slave		9C	E8	A9	-1
20168	Silenos		9C	E8	A9	-1
20169	Skeleton Royal Guard		9C	E8	A9	-1
20170	Spartoi		9C	E8	A9	-1
20172	Sylph		9C	E8	A9	-1
20173	Troll		9C	E8	A9	-1
20174	Two-headed Giant		9C	E8	A9	-1
20175	Walking Fungus		9C	E8	A9	-1
20176	Wyrm		9C	E8	A9	-1
20177	Zombie		9C	E8	A9	-1
20189	Crystal Puma		9C	E8	A9	-1
20190	Skeleton Marauder		9C	E8	A9	-1
20192	Tyrant		9C	E8	A9	-1
20194	Queen Undine		9C	E8	A9	-1
20199	Amber Basilisk		9C	E8	A9	-1
20203	Dion Grizzly		9C	E8	A9	-1
20204	Bloody Bee		9C	E8	A9	-1
20205	Dire Wolf		9C	E8	A9	-1
20206	Cardiff Werewolf		9C	E8	A9	-1
20207	Ol Mahum Guerilla		9C	E8	A9	-1
20208	Ol Mahum Raider		9C	E8	A9	-1
20209	Ol Mahum Sniper		9C	E8	A9	-1
20210	Ol Mahum Lieutenant		9C	E8	A9	-1
20211	Ol Mahum Captain		9C	E8	A9	-1
20212	Bloody Axe Turmak	Ol Mahum Lord	9C	E8	A9	-1
20213	Porta		9C	E8	A9	-1
20214	Excuro		9C	E8	A9	-1
20215	Mordeo		9C	E8	A9	-1
20216	Ricenseo		9C	E8	A9	-1
20217	Krator		9C	E8	A9	-1
20218	Premo		9C	E8	A9	-1
20219	Validus		9C	E8	A9	-1
20220	Dicor		9C	E8	A9	-1
20221	Perum		9C	E8	A9	-1
20222	Torfe		9C	E8	A9	-1
20224	Ol Mahum Ranger		9C	E8	A9	-1
20225	Giant Mist Leech		9C	E8	A9	-1
20226	Gray Ant		9C	E8	A9	-1
20227	Mist Horror Ripper		9C	E8	A9	-1
20228	Giant Crimson Ant		9C	E8	A9	-1
20229	Weird Wasp		9C	E8	A9	-1
20230	Marsh Stakato Worker		9C	E8	A9	-1
20231	Toad Lord		9C	E8	A9	-1
20232	Marsh Stakato Soldier		9C	E8	A9	-1
20233	Marsh Spider		9C	E8	A9	-1
20234	Marsh Stakato Drone		9C	E8	A9	-1
20235	Shackle		9C	E8	A9	-1
20236	Cave Servant		9C	E8	A9	-1
20237	Cave Servant Archer		9C	E8	A9	-1
20238	Cave Servant Warrior		9C	E8	A9	-1
20239	Cave Servant Captain		9C	E8	A9	-1
20240	Royal Cave Servant		9C	E8	A9	-1
20241	Hunter Gargoyle		9C	E8	A9	-1
20242	Dustwind Gargoyle		9C	E8	A9	-1
20243	Thunder Wyrm		9C	E8	A9	-1
20244	Maluk Succubus		9C	E8	A9	-1
20245	Maluk Succubus Turen		9C	E8	A9	-1
20246	Cave Keeper		9C	E8	A9	-1
20248	Turak Bugbear		9C	E8	A9	-1
20249	Turak Bugbear Warrior		9C	E8	A9	-1
20250	Glass Jaguar		9C	E8	A9	-1
20251	Delu Lizardman		9C	E8	A9	-1
20252	Delu Lizardman Scout		9C	E8	A9	-1
20253	Delu Lizardman Warrior		9C	E8	A9	-1
20254	Skeleton Axeman		9C	E8	A9	-1
20260	Orc Hero		9C	E8	A9	-1
20261	Orc Shaman		9C	E8	A9	-1
20265	Monster Eye Searcher		9C	E8	A9	-1
20266	Monster Eye Gazer		9C	E8	A9	-1
20267	Breka Orc		9C	E8	A9	-1
20268	Breka Orc Archer		9C	E8	A9	-1
20269	Breka Orc Shaman		9C	E8	A9	-1
20270	Breka Orc Prefect		9C	E8	A9	-1
20271	Breka Orc Warrior		9C	E8	A9	-1
20272	Cave Servant		9C	E8	A9	-1
20273	Cave Servant Archer		9C	E8	A9	-1
20274	Cave Servant Warrior		9C	E8	A9	-1
20275	Cave Servant Captain		9C	E8	A9	-1
20276	Royal Cave Servant		9C	E8	A9	-1
20277	Cave Keeper		9C	E8	A9	-1
20279	Shackle		9C	E8	A9	-1
20280	Headless Knight		9C	E8	A9	-1
20281	Dustwind Gargoyle		9C	E8	A9	-1
20282	Thunder Wyrm		9C	E8	A9	-1
20283	Maluk Succubus		9C	E8	A9	-1
20284	Maluk Succubus Turen		9C	E8	A9	-1
20285	Drake		9C	E8	A9	-1
20286	Hunter Gargoyle		9C	E8	A9	-1
20287	Cave Maiden		9C	E8	A9	-1
20291	Enku Orc Hero		9C	E8	A9	-1
20292	Enku Orc Shaman		9C	E8	A9	-1
20293	Virud Lizardman		9C	E8	A9	-1
20294	Virud Lizardman Matriarch		9C	E8	A9	-1
20295	Virud Lizardman Warrior		9C	E8	A9	-1
20296	Virud Lizardman Scout		9C	E8	A9	-1
20297	Virud Lizardman Shaman 		9C	E8	A9	-1
20298	Virud Lizardman Shaman 		9C	E8	A9	-1
20299	Zenta Lizardman		9C	E8	A9	-1
20300	Zenta Lizardman Matriarch		9C	E8	A9	-1
20301	Zenta Lizardman Scout		9C	E8	A9	-1
20302	Zenta Lizardman Warrior		9C	E8	A9	-1
20303	Zenta Lizardman Shaman		9C	E8	A9	-1
20304	Marsh Stakato Queen		9C	E8	A9	-1
20305	Grave		9C	E8	A9	-1
20307	Garum Werewolf		9C	E8	A9	-1
20308	Hook Spider		9C	E8	A9	-1
20309	Brown Fox		9C	E8	A9	-1
20311	Rakeclaw Imp		9C	E8	A9	-1
20312	Rakeclaw Imp Hunter		9C	E8	A9	-1
20313	Rakeclaw Imp Leader		9C	E8	A9	-1
20314	Giant White Shark		9C	E8	A9	-1
20316	Blackwing Bat		9C	E8	A9	-1
20317	Black Wolf		9C	E8	A9	-1
20318	Black Timber Wolf		9C	E8	A9	-1
20319	Goblin Tomb Raider		9C	E8	A9	-1
20320	Goblin Tomb Raider Leader		9C	E8	A9	-1
20322	Goblin Brigand		9C	E8	A9	-1
20323	Goblin Brigand Leader		9C	E8	A9	-1
20324	Goblin Brigand Lieutenant		9C	E8	A9	-1
20325	Goblin Raider		9C	E8	A9	-1
20327	Goblin Snooper		9C	E8	A9	-1
20330	Spelunking Bat		9C	E8	A9	-1
20331	Monster Eye Tracker		9C	E8	A9	-1
20333	Greystone Golem		9C	E8	A9	-1
20334	Gremlin Scavenger		9C	E8	A9	-1
20335	Grizzly Bear		9C	E8	A9	-1
20336	Green Dryad		9C	E8	A9	-1
20337	Longtail Fox		9C	E8	A9	-1
20345	Dark Terror		9C	E8	A9	-1
20346	Darkstone Golem		9C	E8	A9	-1
20347	Doom Wraith		9C	E8	A9	-1
20351	Dre Vanul Tracker		9C	E8	A9	-1
20353	Dre Vanul Beholder		9C	E8	A9	-1
20354	Dwarf Ghost		9C	E8	A9	-1
20356	Langk Lizardman Leader		9C	E8	A9	-1
20357	Langk Lizardman Lieutenant		9C	E8	A9	-1
20358	Ratman Hunter		9C	E8	A9	-1
20359	Ratman Warrior		9C	E8	A9	-1
20360	Ratman Spy		9C	E8	A9	-1
20363	Maraku Werewolf		9C	E8	A9	-1
20364	Maraku Werewolf Chieftain		9C	E8	A9	-1
20365	Mountain Fungus		9C	E8	A9	-1
20369	Moonstone Beast		9C	E8	A9	-1
20370	Barbed Bat		9C	E8	A9	-1
20371	Mist Terror		9C	E8	A9	-1
20372	Baraq Orc Warrior		9C	E8	A9	-1
20373	Baraq Orc Warrior Captain		9C	E8	A9	-1
20383	Binding		9C	E8	A9	-1
20389	Boogle Ratman		9C	E8	A9	-1
20390	Boogle Ratman Captain		9C	E8	A9	-1
20391	Red Fox		9C	E8	A9	-1
20393	Red Scavenger Spider		9C	E8	A9	-1
20394	Crimson Tarantula		9C	E8	A9	-1
20402	Veelan Bugbear Warrior	Enraged	9C	E8	A9	-1
20403	Hunter Tarantula		9C	E8	A9	-1
20405	Young Brown Fox		9C	E8	A9	-1
20406	Young Red Fox		9C	E8	A9	-1
20407	Young Crimson Fox		9C	E8	A9	-1
20410	Scavenger Spider		9C	E8	A9	-1
20411	Scavenger Bat	Enraged	9C	E8	A9	-1
20412	Susceptor		9C	E8	A9	-1
20419	Akaste Succubus		9C	E8	A9	-1
20422	Akaste Skeleton Prefect		9C	E8	A9	-1
20423	Akaste Skeleton Archer		9C	E8	A9	-1
20425	Akaste Skeleton Warrior		9C	E8	A9	-1
20426	Evil Eye		9C	E8	A9	-1
20428	Evil Eye Patrol		9C	E8	A9	-1
20431	Elf Ghost		9C	E8	A9	-1
20435	Opal Beast		9C	E8	A9	-1
20436	Ol Mahum Supplier		9C	E8	A9	-1
20437	Ol Mahum Recruit		9C	E8	A9	-1
20438	Ol Mahum General		9C	E8	A9	-1
20439	Ol Mahum Sergeant		9C	E8	A9	-1
20440	Elder Brown Fox		9C	E8	A9	-1
20441	Elder Longtail Fox		9C	E8	A9	-1
20443	Elder Red Fox		9C	E8	A9	-1
20444	Elder Prairie Fox		9C	E8	A9	-1
20446	Utuku Orc		9C	E8	A9	-1
20447	Utuku Orc Archer		9C	E8	A9	-1
20448	Utuku Orc Soldier		9C	E8	A9	-1
20449	Will-O-Wisp		9C	E8	A9	-1
20451	Relic Spartoi		9C	E8	A9	-1
20453	Human Ghost		9C	E8	A9	-1
20458	Zombie Warrior	Enraged	9C	E8	A9	-1
20460	Crimson Spider		9C	E8	A9	-1
20463	Dungeon Skeleton Archer		9C	E8	A9	-1
20464	Dungeon Skeleton Soldier		9C	E8	A9	-1
20465	Prairie Fox		9C	E8	A9	-1
20466	Pincer Spider		9C	E8	A9	-1
20468	Kaboo Orc		9C	E8	A9	-1
20469	Kaboo Orc Archer		9C	E8	A9	-1
20470	Kaboo Orc Soldier		9C	E8	A9	-1
20471	Kaboo Orc Warrior		9C	E8	A9	-1
20472	Kaboo Orc Warrior Captain		9C	E8	A9	-1
20473	Kaboo Orc Warrior Lieutenant		9C	E8	A9	-1
20474	Kasha Spider		9C	E8	A9	-1
20475	Kasha Wolf		9C	E8	A9	-1
20476	Kasha Fang Spider		9C	E8	A9	-1
20477	Kasha Timber Wolf		9C	E8	A9	-1
20478	Kasha Blade Spider		9C	E8	A9	-1
20479	Kasha Bear		9C	E8	A9	-1
20480	Blade Bat		9C	E8	A9	-1
20483	Corpse Candle		9C	E8	A9	-1
20490	Death Doll		9C	E8	A9	-1
20492	Kirunak's Escort		9C	E8	A9	-1
20494	Turek War Hound		9C	E8	A9	-1
20495	Turek Orc Prefect		9C	E8	A9	-1
20496	Turek Orc Archer		9C	E8	A9	-1
20497	Turek Orc Skirmisher		9C	E8	A9	-1
20498	Turek Orc Supplier		9C	E8	A9	-1
20499	Turek Orc Footman		9C	E8	A9	-1
20500	Turek Orc Sentinel		9C	E8	A9	-1
20501	Turek Orc Priest		9C	E8	A9	-1
20502	Twink Puma		9C	E8	A9	-1
20504	Dread Soldier		9C	E8	A9	-1
20506	Ruin Imp	Enraged	9C	E8	A9	-1
20507	Ruin Imp Elder	Enraged	9C	E8	A9	-1
20508	Plunder Tarantula		9C	E8	A9	-1
20509	Spore Fungus		9C	E8	A9	-1
20510	Puma		9C	E8	A9	-1
20511	Pitchstone Golem		9C	E8	A9	-1
20512	Field Stalker		9C	E8	A9	-1
20513	Skeleton Knight		9C	E8	A9	-1
20516	Skeleton Sentinel		9C	E8	A9	-1
20519	Skeleton Pikeman		9C	E8	A9	-1
20520	Pirate Captain Uthanka		9C	E8	A9	-1
20521	Whinstone Golem		9C	E8	A9	-1
20525	Gray Wolf		9C	E8	A9	-1
20526	Obsidian Golem		9C	E8	A9	-1
20527	Snow Wolf		9C	E8	A9	-1
20528	Goblin Lord		9C	E8	A9	-1
20530	Young Red Keltir		9C	E8	A9	-1
20531	Young Prairie Keltir		9C	E8	A9	-1
20533	Longtail Keltir		9C	E8	A9	-1
20534	Red Keltir		9C	E8	A9	-1
20535	Prairie Keltir		9C	E8	A9	-1
20537	Elder Red Keltir		9C	E8	A9	-1
20538	Elder Prairie Keltir		9C	E8	A9	-1
20539	Elder Longtail Keltir		9C	E8	A9	-1
20540	Gemstone Beast		9C	E8	A9	-1
20541	Ore Bat		9C	E8	A9	-1
20546	Turek Orc Elder		9C	E8	A9	-1
20547	Ol Mahum Support Troop		9C	E8	A9	-1
20548	Ol Mahum Deserter		9C	E8	A9	-1
20549	Ol Mahum Lord		9C	E8	A9	-1
20550	Guardian Basilisk		9C	E8	A9	-1
20551	Road Scavenger		9C	E8	A9	-1
20552	Fettered Soul		9C	E8	A9	-1
20553	Windsus		9C	E8	A9	-1
20554	Grandis		9C	E8	A9	-1
20555	Giant Fungus		9C	E8	A9	-1
20558	Rotting tree		9C	E8	A9	-1
20563	Manashen Gargoyle		9C	E8	A9	-1
20564	Reinforced Monster Eye		9C	E8	A9	-1
20565	Reinforced Stone Golem		9C	E8	A9	-1
20566	Reinforced Steel Golem		9C	E8	A9	-1
20567	Reinforced Gargoyle		9C	E8	A9	-1
20568	Formor		9C	E8	A9	-1
20569	Formor Elder		9C	E8	A9	-1
20570	Tarlk Bugbear		9C	E8	A9	-1
20571	Tarlk Bugbear Warrior		9C	E8	A9	-1
20572	Tarlk Bugbear Captain		9C	E8	A9	-1
20573	Tarlk Basilisk		9C	E8	A9	-1
20574	Elder Tarlk Basilisk 		9C	E8	A9	-1
20575	Oel Mahum Warrior		9C	E8	A9	-1
20576	Oel Mahum Shaman		9C	E8	A9	-1
20577	Leto Lizardman		9C	E8	A9	-1
20578	Leto Lizardman Archer		9C	E8	A9	-1
20579	Leto Lizardman Soldier		9C	E8	A9	-1
20580	Leto Lizardman Warrior		9C	E8	A9	-1
20581	Leto Lizardman Shaman		9C	E8	A9	-1
20582	Leto Lizardman Overlord		9C	E8	A9	-1
20583	Timak Orc		9C	E8	A9	-1
20584	Timak Orc Archer		9C	E8	A9	-1
20585	Timak Orc Soldier		9C	E8	A9	-1
20586	Timak Orc Warrior		9C	E8	A9	-1
20587	Timak Orc Shaman		9C	E8	A9	-1
20588	Timak Orc Prefect		9C	E8	A9	-1
20600	Karul Bugbear		9C	E8	A9	-1
20601	Tamlin Orc		9C	E8	A9	-1
20602	Tamlin Orc Archer		9C	E8	A9	-1
20603	Kronbe Spider		9C	E8	A9	-1
20604	Lakin		9C	E8	A9	-1
20605	Weird Drake		9C	E8	A9	-1
20606	Kuran Kobold		9C	E8	A9	-1
20607	Kuran Kobold Warrior		9C	E8	A9	-1
20608	Patin Archer		9C	E8	A9	-1
20609	Salamander Lakin		9C	E8	A9	-1
20610	Sentinel Of Water		9C	E8	A9	-1
20611	Dre Vanul Warrior		9C	E8	A9	-1
20612	Salamander Rowin		9C	E8	A9	-1
20613	Lafi Lizardman		9C	E8	A9	-1
20614	Lafi Lizardman Scout		9C	E8	A9	-1
20615	Ritmal Swordsman		9C	E8	A9	-1
20616	Undine Lakin		9C	E8	A9	-1
20617	Watchman Of Water		9C	E8	A9	-1
20618	Kanil Succubus		9C	E8	A9	-1
20619	Undine Rowin		9C	E8	A9	-1
20620	Cave Beast		9C	E8	A9	-1
20621	Death Wave		9C	E8	A9	-1
20622	Maluk Soldier		9C	E8	A9	-1
20623	Plando		9C	E8	A9	-1
20624	Cave Howler		9C	E8	A9	-1
20625	Maluk Knight		9C	E8	A9	-1
20626	Maluk Berserker		9C	E8	A9	-1
20627	Maluk Lord		9C	E8	A9	-1
20628	Limal Karinness		9C	E8	A9	-1
20629	Karik		9C	E8	A9	-1
20630	Taik Orc		9C	E8	A9	-1
20631	Taik Orc Archer		9C	E8	A9	-1
20632	Taik Orc Warrior		9C	E8	A9	-1
20633	Taik Orc Shaman		9C	E8	A9	-1
20634	Taik Orc Captain		9C	E8	A9	-1
20635	Carinkain		9C	E8	A9	-1
20636	Forest of Mirrors Ghost		9C	E8	A9	-1
20637	Forest of Mirrors Ghost		9C	E8	A9	-1
20638	Forest of Mirrors Ghost		9C	E8	A9	-1
20639	Mirror		9C	E8	A9	-1
20640	Harit Lizardman		9C	E8	A9	-1
20641	Harit Lizardman Soldier		9C	E8	A9	-1
20642	Harit Lizardman Archer		9C	E8	A9	-1
20643	Harit Lizardman Warrior		9C	E8	A9	-1
20644	Harit Lizardman Shaman		9C	E8	A9	-1
20645	Harit Lizardman Matriarch		9C	E8	A9	-1
20646	Halingka		9C	E8	A9	-1
20647	Yintzu		9C	E8	A9	-1
20648	Paliote		9C	E8	A9	-1
20649	Hamrut		9C	E8	A9	-1
20650	Kranrot		9C	E8	A9	-1
20659	Graveyard Wanderer		9C	E8	A9	-1
20660	Archer of Greed		9C	E8	A9	-1
20661	Hatar Ratman Thief		9C	E8	A9	-1
20662	Hatar Ratman Boss		9C	E8	A9	-1
20663	Hatar Hanishee		9C	E8	A9	-1
20664	Deprive		9C	E8	A9	-1
20665	Taik Orc Supply		9C	E8	A9	-1
20667	Farcran		9C	E8	A9	-1
20668	Grave Guard		9C	E8	A9	-1
20670	Crimson Drake		9C	E8	A9	-1
20671	Kadios		9C	E8	A9	-1
20672	Trives		9C	E8	A9	-1
20673	Palibati		9C	E8	A9	-1
20674	Doom Knight		9C	E8	A9	-1
20679	Marsh Stalker		9C	E8	A9	-1
20680	Marsh Drake		9C	E8	A9	-1
20681	Vanor Silenos		9C	E8	A9	-1
20682	Vanor Silenos Solider		9C	E8	A9	-1
20683	Vanor Silenos Scout		9C	E8	A9	-1
20684	Vanor Silenos Warrior		9C	E8	A9	-1
20685	Vanor Silenos Shaman		9C	E8	A9	-1
20686	Vanor Silenos Chieftain		9C	E8	A9	-1
20742	Mystical Weaver		9C	E8	A9	-1
20743	Howler		9C	E8	A9	-1
20744	Red Eye Vampire Bat		9C	E8	A9	-1
20745	Gigantiops		9C	E8	A9	-1
20746	Young Gigantiops		9C	E8	A9	-1
20747	Roxide		9C	E8	A9	-1
20748	Roxide's Follower		9C	E8	A9	-1
20749	Death Fire		9C	E8	A9	-1
20750	Fire Archer		9C	E8	A9	-1
20751	Snipe		9C	E8	A9	-1
20752	Snipe's Subordinate		9C	E8	A9	-1
20753	Dark Lord		9C	E8	A9	-1
20754	Dark Knight		9C	E8	A9	-1
20755	Talakin Commander		9C	E8	A9	-1
20756	Talakin Archer		9C	E8	A9	-1
20757	Talakin Raider		9C	E8	A9	-1
20761	Pytan		9C	E8	A9	-1
20762	Pytan Knight		9C	E8	A9	-1
20767	Timak Orc Troop Captain		9C	E8	A9	-1
20768	Timak Orc Troop Shaman		9C	E8	A9	-1
20769	Timak Orc Troop Warrior		9C	E8	A9	-1
20770	Timak Orc Troop Archer		9C	E8	A9	-1
20775	Bugbear Raider		9C	E8	A9	-1
20777	Hunter Bear		9C	E8	A9	-1
20778	Ragna Orc Prefect		9C	E8	A9	-1
20779	Ragna Orc Priest		9C	E8	A9	-1
20780	Bloody Axe's Escort		9C	E8	A9	-1
20781	Delu Lizardman Shaman		9C	E8	A9	-1
20782	Ol Mahum Novice		9C	E8	A9	-1
20784	Tasaba Lizardman		9C	E8	A9	-1
20785	Tasaba Lizardman Shaman		9C	E8	A9	-1
20786	Lienrik		9C	E8	A9	-1
20787	Lienrik Lad		9C	E8	A9	-1
20789	Crokian		9C	E8	A9	-1
20790	Dailaon		9C	E8	A9	-1
20791	Crokian Warrior		9C	E8	A9	-1
20792	Farhite		9C	E8	A9	-1
20793	Nos		9C	E8	A9	-1
20794	Blade Stakato		9C	E8	A9	-1
20795	Blade Stakato Worker		9C	E8	A9	-1
20796	Blade Stakato Warrior		9C	E8	A9	-1
20797	Blade Stakato Drone		9C	E8	A9	-1
20798	Water Giant		9C	E8	A9	-1
20799	Queen Undine Lad		9C	E8	A9	-1
20800	Eva's Watchman		9C	E8	A9	-1
20801	Theeder Piker		9C	E8	A9	-1
20802	Theeder Mage		9C	E8	A9	-1
20803	Doll Master		9C	E8	A9	-1
20804	Crokian Lad		9C	E8	A9	-1
20805	Dailaon Lad		9C	E8	A9	-1
20806	Crokian Lad Warrior		9C	E8	A9	-1
20807	Farhite Lad		9C	E8	A9	-1
20808	Nos Lad		9C	E8	A9	-1
20809	Ghost of the Tower		9C	E8	A9	-1
20810	Hallate's Watchman		9C	E8	A9	-1
20811	Ghastly Warrior		9C	E8	A9	-1
20812	Archer of Despair		9C	E8	A9	-1
20813	Crendion		9C	E8	A9	-1
20814	Blader of Despair		9C	E8	A9	-1
20815	Hallate's Hound Dog		9C	E8	A9	-1
20816	Hallate's Royal Guard		9C	E8	A9	-1
20817	Corrupt Sage		9C	E8	A9	-1
20818	Hallate's Warrior		9C	E8	A9	-1
20819	Archer of Abyss		9C	E8	A9	-1
20820	Hallate's Knight		9C	E8	A9	-1
20821	Erin Ediunce		9C	E8	A9	-1
20822	Hallate's Maid		9C	E8	A9	-1
20823	Platinum Tribe Soldier		9C	E8	A9	-1
20824	Hallate's Commander		9C	E8	A9	-1
20825	Hallate's Inspector		9C	E8	A9	-1
20826	Platinum Tribe Archer		9C	E8	A9	-1
20827	Platinum Tribe Warrior		9C	E8	A9	-1
20828	Platinum Tribe Shaman		9C	E8	A9	-1
20829	Platinum Tribe Prefect		9C	E8	A9	-1
20830	Guardian Angel		9C	E8	A9	-1
20831	Seal Angel		9C	E8	A9	-1
20832	Zaken's Pikeman		9C	E8	A9	-1
20833	Zaken's Archer		9C	E8	A9	-1
20834	Mardian		9C	E8	A9	-1
20835	Zaken's Watchman		9C	E8	A9	-1
20836	Pirate Zombie		9C	E8	A9	-1
20837	Tainted Ogre		9C	E8	A9	-1
20838	Bloody Bat		9C	E8	A9	-1
20839	Dismal Humming		9C	E8	A9	-1
20840	Death Flyer		9C	E8	A9	-1
20841	Fiend Archer		9C	E8	A9	-1
20842	Musveren		9C	E8	A9	-1
20843	Zaken's Royal Guard		9C	E8	A9	-1
20844	Kaim Vanul		9C	E8	A9	-1
20845	Pirate Zombie Captain		9C	E8	A9	-1
20846	Doll Blader		9C	E8	A9	-1
20847	Veil Master		9C	E8	A9	-1
20848	Light Bringer		9C	E8	A9	-1
20849	Light Worm		9C	E8	A9	-1
20850	Golden Stag Lord		9C	E8	A9	-1
20851	Theeder		9C	E8	A9	-1
20852	Banshee		9C	E8	A9	-1
20853	Kel Mahum		9C	E8	A9	-1
20854	Kel Mahum Warrior		9C	E8	A9	-1
20855	Kel Mahum Archer		9C	E8	A9	-1
20856	Kel Mahum Shaman		9C	E8	A9	-1
20857	Kel Mahum Champion		9C	E8	A9	-1
20858	Angel		9C	E8	A9	-1
20859	Guardian Angel		9C	E8	A9	-1
20860	Seal Angel		9C	E8	A9	-1
20861	Oel Mahum Champion		9C	E8	A9	-1
20862	Death Lord		9C	E8	A9	-1
20919	Maille Lizardman		9C	E8	A9	-1
20920	Maille Lizardman Scout		9C	E8	A9	-1
20921	Maille Lizardman Guard		9C	E8	A9	-1
20922	Maille Lizardman Warrior		9C	E8	A9	-1
20923	Maille Lizardman Shaman		9C	E8	A9	-1
20924	Maille Lizardman Matriarch		9C	E8	A9	-1
20925	Giant Araneid		9C	E8	A9	-1
20926	Poison Araneid		9C	E8	A9	-1
20927	King of the Araneid		9C	E8	A9	-1
