id	string
1000124	u,クロボロスの手下か。一刀両断にしてやる！\0
1000125	u,裏切り者を排除できぬまま死ぬとは．．．\0
1000126	u,クロボロス様を信じぬ者は地獄に落ちるがいい！\0
1000127	u,このクロボロスを信じない者。この世がすなわち地獄なのだ！\0
1000128	u,偽りの神に仕える悪魔の手下め！この手で成敗してやろう！\0
1000129	u,う．．．我、死ぬにあらず。しばし消えるのみ．．．再び復活せん！\0
1000130	u,クロボロス教主様、万歳！\0
1000131	u,クロボロス様を信じる者だけが救われるのだ！\0
1000132	u,シャルクがそそのかしたやつだな！お前たちもクロボロス様を信じて救われるがよい！\0
1000133	u,クロボロス様がお前たちを懲らしめるだろう。\0
1000134	u,澄んだ輝きを放つ美しい霊魂を持つ者たちよ！私は帰って来たぞ！\0
1000135	u,疲労困憊した者たちよ．．．霊魂を私に授けなさい。\0
1000136	u,お前の霊魂の色はうっとりするほど美しい。\0
1000137	u,生きとし生ける者よ！お前たちの霊魂がどんなに美しいか知っているか！\0
1000138	u,み、皆殺しにしてやる．．．\0
1000139	u,こ、孤独だ．．．\0
1000140	u,わ、私のかたき．．．\0
1000141	u,もう、孤独ではない！\0
1000142	u,我々を．．．滅ぼさんとする．．．ピクシーミュリカ！決して許すまい！\0
1000143	u,ミュリカの優れた手下たちよ、かかってこい！\0
1000144	u,その程度の覇気では太刀打ちできないぞ！\0
1000145	u,これは終わりではなく．．．始まりに過ぎない。\0
1000146	u,ふっ．．．久しぶりの外出だ。何か楽しいことはないかな．．．\0
1000147	u,この辺りをのさばり歩いている輩がいるらしいが．．．\0
1000148	u,こいつ、私を誰だと思っている！私があのマレックスだ！皆の者、かかれ！\0
1000149	u,こんなはずでは．．．この不敗のマレックスがお前なんぞに負けるとは．．．\0
1000150	u,虚しい生を繰り返すだけだ．．．\0
1000151	u,命ある者はみな恐怖に慄け！\0
1000152	u,消えることのない炎に纏われるような苦しみを味あわせてやる！\0
1000153	u,再び土の中に．．．\0
1000154	u,ヴァリカ様！万歳！\0
1000155	u,誰も我々を止めることはできない！\0
1000156	u,動きが鈍いぞ！\0
1000157	u,ヴァリカ様！先に逝きます！\0
1000158	u,ここはどこだ？私は誰だ？\0
1000159	u,う．．．頭が割れるように痛い！私は誰なんだ？\0
1000160	u,貴様。貴様があの悪魔だな！私をこんな目に合わせた悪魔だな！\0
1000161	u,う．．．やっと正気になったか．．．ありがとう。やっとゆっくり休めそうだ。\0
1000162	u,ウクルマスタ！\0
1000163	u,マトゥナ？\0
1000164	u,マラッグ！トゥバリン！サバラチャ！\0
1000165	u,パグリオタマ！\0
1000166	u,イカルスの意志を、受け継ぐべし！\0
1000167	u,私の前を遮る者！許さんぞ！\0
1000168	u,浅はかなやろうども．．．\0
1000169	u,動力がまもなく足りなくなります。\0
1000170	u,戻る\0
1000171	u,アデナが繰越されました。\0
1000172	u,回：\0
1000173	u,1等\0
1000174	u,2等\0
1000175	u,3等\0
1000176	u,4等\0
1000177	u,当選した宝くじがありません。\0
1000178	u,今回の当選番号：\0
1000179	u,上の番号で選択\0
1000180	u,ここに近づこうとする者は誰だ！\0
1000181	u,ここは神聖な魔法を研究する所である。\0
1000182	u,偉大な魔法の力を見せてやろう！\0
1000183	u,なかなか大したものだな。だが、高位ウィザードには手を出さないほうがいいだろう。\0
1000184	u,砦の主人のバルダ様だ。ウハハハ！\0
1000185	u,あの砦は元々このバルダ様のものなのだ。\0
1000186	u,へえ、おもしろそうだな。\0
1000187	u,思ったよりやりそうだな。ここは一旦引いたほうがよさそうだ。\0
1000188	u,バカなメイジどもめ！\0
1000189	u,生意気にも我らの地に侵入するとはな！ただではおかないぞ！\0
1000190	u,お前らも邪悪なメイジとグルなのか。\0
1000191	u,これだからメイジの子分なんかと戦いたくなかったんだ。\0
1000192	u,今日も楽しい一日が始まるな．．．\0
1000193	u,放火と略奪は我々の専門さ。\0
1000194	u,お前の有り金も残らず頂いてやろう！\0
1000195	u,私が集めた宝物がそんなに欲しいのか。じゃ、探してみることだ！ハハハ！\0
1000196	u,皆の者、聞いておるのか。シリオン様のお戻りだ。皆の者、詠い敬拝せよ．．．\0
1000197	u,取るに足りん者どもよ！頭が高い！控えおろう！\0
1000198	u,取るに足りんつまらん者．．．\0
1000199	u,ック．．．私を打ち倒したと安ずるのはまだ．．．\0
1000200	u,この役立たずが．．．生者の欲望．．．\0
1000201	u,傲慢の塔が崩壊したワケを考えることだ．．．\0
1000202	u,欲深い者ども。欲深い貴族ども．．．\0
1000203	u,虚しい。すべてのことが虚しいのだ．．．\0
1000204	u,なぜだ、なぜにこんなに人が多いのだ？\0
1000205	u,どこかに永遠の命の秘密があるはずだ。亡びろ天使ども。\0
1000206	u,お前たちも永遠の命の秘密を探してるのか。\0
1000207	u,私が知ってるとしても決して話してやらん。\0
1000208	u,生意気にも誰かがここに入って来たというのか。\0
1000209	u,ここはお前らが入って来れないところだ。今すぐ出て行け！\0
1000210	u,愚かなる者どもよ。お前たちの愚鈍さがわからぬのか。\0
1000211	u,よせ。あの上に行ってはならぬ。\0
1000212	u,この沼を汚す者は誰だ。\0
1000213	u,また再び愚かな者どもの欲望のせいで、沼地を荒廃化させるわけにはいかん。\0
1000214	u,勇敢なやつだな．．．\0
1000215	u,愚かな者どもよ．．．いつかは、お前たちも消え去る日が来るはずだ。\0
1000216	u,誰かがこの森に入って来た．．．\0
1000217	u,この森はとても静かで平和な場所だ。\0
1000218	u,ここにいる。この森はとてもいい所だ。\0
1000219	u,わ．．．私の魂たち．．．\0
1000220	u,この森は危険だ。\0
1000221	u,今すぐこの森から出て行かなければ、大きな災いが降りかかるだろう。\0
1000222	u,ここから今すぐ出て行け！\0
1000223	u,どうして、私の警告を無視するのだ？\0
1000224	u,この世のすべてのハリツたちよ．．．お前たちを安らかにしてやろう．．．\0
1000225	u,すべてのハリツたちよ！勇気をだせ！\0
1000226	u,お前の赤い心臓を喰ってやる！\0
1000227	u,私のハリツたちよ．．．再び戻って来る日まで．．．希望を捨て．．．るな．．．\0
1000228	u,巨人が消えたこの世界！恐れるものはない！\0
1000229	u,巨人について知っておるな？やつらの滅亡は当然過ぎる結果なのだ！\0
1000230	u,こいつ！私と戦うのか！\0
1000231	u,お前もまた巨人と同じく邪悪なやつ．．．だな．．．\0
1000232	u,このダンジョンはまだ健在だ。\0
1000233	u,これくらいなら雄壮だと言ってもいいだろう。\0
1000234	u,お前たちはかなり勇敢な戦士だな。\0
1000235	u,やはりもう巨人の時代は来ないのか。\0
1000236	u,いい墓だ。\0
1000237	u,亡者に金銀財宝など必要はない。\0
1000238	u,間抜な貴族どもめ！なぜ使い道のあるものを埋めるのだ。\0
1000239	u,せこいやつだ。自分だけいい暮らしをするだなんて。\0
1000240	u,ズタズタに切り裂いて、ムシャムシャ喰い散らすだけでは気がおさまらんのだ！アデンのやつらめ、許さんぞ！\0
1000241	u,呪われろ、アデンのやつらめ！\0
1000242	u,フッ．．．アデンのアホどもが送った暗殺者か。\0
1000243	u,私の憎悪が消えない限り．．．永遠にお前たちを呪ってやろう！\0
1000244	u,愛する私のシーレン様．．．\0
1000245	u,シーレン様の封印を早く解いて差し上げなければならないが．．．\0
1000246	u,シーレン様の名のもとに、お前たちを処罰する！\0
1000247	u,シーレン様．．．この職務を．．．いつかは．．．完遂し．．．\0
1000248	u,不滅に向かって．．．\0
1000249	u,永遠の命が欲しい者．．．私のところに来い。\0
1000250	u,お前を私の永遠の命のための生贄にしてやろう！\0
1000251	u,永遠の命を目前にした．．．私がこんなに儚く倒れるとは．．．\0
1000252	u,ザケン、なんて卑怯なやつ！\0
1000253	u,ザケン、だがお前は永遠の命を手にしていなかったか！\0
1000254	u,私の．．．私の身体を返してくれ．．．\0
1000255	u,ああ、これでもう．．．休めるということなのか．．．\0
1000256	u,なぜこんなに騒々しいのですか。\0
1000257	u,キルドル様は騒がしいことがお嫌いです。\0
1000258	u,もう少し静かにしてくださったらいいのですが．．．\0
1000259	u,キルドル様がお怒りになっても私はもう知りません。\0
1000260	u,どこのどいつが来るというんだ？\0
1000261	u,この草原は私の領地．．．\0
1000262	u,愚か者め！目に物を見せてやる！\0
1000263	u,古きよき時代は去って．．．新しい時代が開かれるのか．．．\0
1000264	u,ここはエヴァ様の庭園です。\0
1000265	u,エヴァ様の庭園は聖なる場所です。\0
1000266	u,エヴァ様を冒涜されるのですか。\0
1000267	u,こんな無礼なあなたでも．．．エヴァ様は愛で包んでくださるでしょう．．．\0
1000268	u,ここは元々シーレン様のものだ。\0
1000269	u,宮殿を引き渡すのだ。エヴァの精霊たちよ。\0
1000270	u,なぜ我々の邪魔をするのだ。\0
1000271	u,シーレン様．．．シーレン様の．．．\0
1000272	u,パプリオン様が恐れる者．．．ここから出て行くのだ！\0
1000273	u,パプリオン様の名のもとに、お前を処刑する！\0
1000274	u,ご主人様．．．この愚鈍な者を許したまえ．．．\0
1000275	u,覚悟しろ、異国の侵略者ども！この要塞の支配者である、グスタフ様が剣の相手をしてやろう！\0
1000276	u,死者の王国、アデンに栄光を！不死の君主、グスタフ様に栄光を！\0
1000277	u,グスタフの戦士たちよ、戦え！侵略者に死を！\0
1000278	u,そんなはずは．．．これが、敗北というものなのか。しかし、必ず戻る！お前たちの首をもらいにな！\0
1000279	u,これが私の限界なのか．．．だが、グスタフ様の許可なくしては死ねんのだ！\0
1000280	u,また再び敗北の辱めを味わうのか．．．だが、悲劇はこれでは終わらん．．．\0
1000281	u,私はパプリオン様の意志に従う者！\0
1000282	u,幸運の宝くじの販売を行います！\0
1000283	u,幸運の宝くじの抽選を行います！\0
1000284	u,おめでとうございます！第$s1回の当選番号は$s2です。\0
1000285	u,年齢制限によって宝くじを買うことができません。\0
1000286	u,$s1！背後に気をつけるんだな！\0
1000287	u,$s1！お手並み拝見といこう！\0
1000288	u,$s1！邪魔をするとはけしからん！おぉい、手を貸してくれ！\0
1000289	u,力を貸そう！卑怯者は許さん！\0
1000290	u,究極の力よ！\0
1000291	u,全員 $s1に集中攻撃だ！\0
1000292	u,命令に従います。\0
1000293	u,これは知らなかっただろう！\0
1000294	u,出でよ！闇の者ども！\0
1000295	u,パーティ メンバー召喚！\0
1000296	u,ご主人様！お呼びでしょうか。\0
1000297	u,愚か者め！\0
1000298	u,これはどうだ！\0
1000299	u,やるな$s1！これで最後だ！\0
1000300	u,黎明\0
1000301	u,黄昏\0
1000302	u,なし\0
1000303	u,まもなくこの世は滅びるであろう！\0
1000304	u,そなたに呪いをかけてやろう！\0
1000305	u,裁きの日が近づいている！\0
1000306	u,そなたに祝福を！\0
1000307	u,弱いやつを先に倒すのがケンカの法則だ！\0
1000308	u,アデナ\0
1000309	u,古代のアデナ\0
1000310	u,黄昏\0
1000311	u,黎明\0
1000312	u,レベル32未満\0
1000313	u,レベル43未満\0
1000314	u,レベル54未満\0
1000315	u,レベル65未満\0
1000316	u,無制限\0
1000317	u,2分後に闇の祭典が始まります。受付を行ってください。\0
1000318	u,闇の祭典を始めます。\0
1000319	u,5分後に闇の祭典が終了します。\0
1000320	u,2分後に闇の祭典が終了します。次のゲームの準備をしてください。\0
1000321	u,SSQ貢献度が$s1上がりました。\0
1000322	u,記録なし\0
1000324	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=324">グラディエーター</button>\0
1000325	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=325">ウォーロード</button>\0
1000327	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=327">パラディン</button>\0
1000328	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=328">ダーク アベンジャー</button>\0
1000330	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=330">トレジャー ハンター</button>\0
1000331	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=331">ホーク アイ</button>\0
1000334	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=334">ソーサラー</button>\0
1000335	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=335">ネクロマンサー</button>\0
1000336	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=336">ウォーロック</button>\0
1000338	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=338">ビショップ</button>\0
1000339	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=339">プロフィット</button>\0
1000342	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=342">テンプル ナイト</button>\0
1000343	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=343">ソード シンガー</button>\0
1000345	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=345">プレインズ ウォーカー</button>\0
1000346	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=346">シルバー レンジャー</button>\0
1000349	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=349">スペル シンガー</button>\0
1000350	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=350">エレメンタル サマナー</button>\0
1000352	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=352">エルダー</button>\0
1000355	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=355">シリエン ナイト</button>\0
1000356	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=356">ブレードダンサー</button>\0
1000358	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=358">アビス ウォーカー</button>\0
1000359	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=359">ファントム レンジャー</button>\0
1000362	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=362">スペル ハウラー</button>\0
1000363	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=363">ファントム サマナー</button>\0
1000365	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=365">シリエン エルダー</button>\0
1000368	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=368">デストロイヤー</button>\0
1000370	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=370">タイラント</button>\0
1000373	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=373">オーバーロード</button>\0
1000374	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=374">ウォークライヤー</button>\0
1000377	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=377">バウンティー ハンター</button>\0
1000379	u,<Button ALIGN=LEFT ICON="NORMAL" action="bypass -h menu_select?ask=-2&reply=379">ウォースミス</button>\0
1000380	u,申し分ない生贄だ！すぐ外に送ってやろう。\0
1000381	u,$s1！背後に気をつけるんだな！\0
1000382	u,後ろがスキだらけだな！\0
1000383	u,背を見せるとは！無視しているのか！\0
1000384	u,$s1！一対一で勝負だ！\0
1000385	u,$s1！対決だ！\0
1000386	u,$s1！決闘だ！誰も邪魔するな！\0
1000387	u,$s1！お前の命は私がもらう！\0
1000388	u,$s1！よくも対決を妨害してくれたな！愚か者め！\0
1000389	u,一対一の対決は終わりだ！皆の者、やってしまえ！\0
1000390	u,反則だ！皆の者、卑怯者を始末しろ！\0
1000391	u,神聖な決闘を妨害するとは！ただではおかないぞ！\0
1000392	u,卑怯者！消えろ！\0
1000393	u,邪魔者は消えろ！\0
1000394	u,卑怯者に死を！\0
1000395	u,青二才を相手にこのスキルを使うとは！\0
1000396	u,まだまだ私には勝てんぞ！\0
1000397	u,これからが本当の戦いだ！\0
1000398	u,$s1から倒せ！\0
1000399	u,集中攻撃だ！目標は$s1！\0
1000400	u,攻撃スタート！\0
1000401	u,集中攻撃開始！\0
1000402	u,ラジャー！\0
1000403	u,皆の者！出て来い！\0
1000404	u,闇の軍勢よ、私に続け！\0
1000405	u,兄弟たちよ、敵を殲滅させろ！\0
1000406	u,これからが本番だ！\0
1000407	u,甘く見たのが間違いだった！本気で相手をしてやろう！\0
1000408	u,愚か者めが！今まで手を抜いていただけだ！\0
1000409	u,私の本当の力を見せてやろう！\0
1000410	u,本当の戦いはこれからだ！\0
1000411	u,久しぶりに血の騒ぐ相手だな！\0
1000412	u,こいつは驚いた！私をここまで追い込むとは！\0
1000413	u,200％の戦闘力で相手してやろう！\0
1000414	u,これが最後だ！終わりにしてやるぞ！\0
1000415	u,皆の者、悲しみに暮れるがよい！間もなく死の女神が降臨するのだ！\0
1000416	u,皆の者、悲しみに暮れるがよい！間もなく滅亡の予言が実現されるであろう！\0
1000417	u,滅亡の予言に耳を傾けろ！間もなく終末の時代が始まるのだ！\0
1000418	u,$s1！そなたに滅亡の兆しが見える！\0
1000419	u,$s1！そなたに絶望をくれてやろう！\0
1000420	u,終末の時代を生きる者よ、絶望の淵に落ちよ！\0
1000421	u,闇の啓示に耳を傾けろ！闇が眠りから覚めたのだ！\0
1000422	u,闇の啓示に耳を傾けろ！混沌の時代が始まったのだ！\0
1000423	u,闇の啓示に耳を傾けろ！間もなく死の楽園となるだろう！\0
1000424	u,$s1！そなたに啓示の祝福を与えよう！\0
1000425	u,$s1！そなたに深淵の権能を与えよう！\0
1000426	u,新しい時代を開く者よ、目を覚ませ！\0
1000427	u,弱い者から倒すのが戦いの法則だ！\0
1000428	u,ひ弱そうなお前から殺してやる！\0
1000429	u,生贄はこのくらいで充分だ！すぐ外に出してやるから準備しろ！\0
1000430	u,引き分け\0
1000431	u,皆さんに珍しい名品をご覧いただきましょう！\0
1000432	u,皆さんに最高級の武具をご覧いただきましょう！\0
1000433	u,あちこち行かなきゃならん、あー忙しい、忙しい！\0
1000434	u,弱い者いじめとは！許さんぞ！\0
1000435	u,助けに来たぞ！うっしゃ！\0
1000436	u,正義の名のもとに！\0
1000437	u,光のもとに！栄光の名のもとに！\0
1000438	u,正義は弱い者の味方！\0
1000439	u,まだ戦えるか。もう少し踏ん張れ！\0
1000440	u,私の名か。お前らに教えられる名などないわ！\0
1000441	u,受付可能\0
1000442	u,$s1分\0
1000443	u,$s1城の守備メンバーを内郭にテレポートさせます。\0
1000444	u,日曜日\0
1000445	u,月曜日\0
1000446	u,火曜日\0
1000447	u,水曜日\0
1000448	u,木曜日\0
1000449	u,金曜日\0
1000450	u,土曜日\0
1000451	u,時\0
1000452	u,最後の呪いを．．．ともに地獄へ行こう！\0
1000453	u,2分後に闇の祭典が終了します。\0
1000454	u,ノーブレス ゲート パス\0
1000455	u,現在\0
1000456	u,分が経過しました\0
1000457	u,ゲームが終了しました。間もなく自動テレポートします。\0
1000458	u,地を這う虫けらどもよ、百眼のデーモンの慈悲深さと偉大さは計り知れぬのだ！ハハハ！\0
1000459	u,この百眼のデーモンを敵に回すなら基本ぐらいできてないとなぁ？\0
1000460	u,大地に縛られた愚かな者どもよ、重い体で苦戦しているようだな。このデーモンがその苦痛を和らげてやろう。\0
1000461	u,貴様たちのような軟弱で愚かな種族が私に敵うはずがない！ウハハハ！\0
1000462	u,この百眼のデーモンの領地を汚す愚か者よ、その代償を払うがいい！\0
1000463	u,これこそフローティング アイの偉大なる君主、百眼のデーモンの恩恵だ！ハハハ！\0
1000464	u,$s1様がシーゲル ナイトの英雄になりました。おめでとうございます。\0
1000465	u,$s1様がティール ウォーリアの英雄になりました。おめでとうございます。\0
