name	id_mk	id_recipe	level	id_item	count	UNK[0]	UNK[1]	mp_cost	success_rate	mat_cnt	item_1	count_1	unk_1	item_2	count_2	unk_2	item_3	count_3	unk_3	item_4	count_4	unk_4	item_5	count_5	unk_5	item_6	count_6	unk_6	item_7	count_7	unk_7	item_8	count_8	unk_8	item_9	count_9	unk_9	item_10	count_10	unk_10	item_11	count_11	unk_11	item_12	count_12	unk_12
a,mk_soulshot_d\0	20	1804	2	1463	156	1	0	40	100	2	1785	3	0	1458	1	0																														
a,mk_soulshot_c\0	21	1805	4	1464	476	1	0	70	100	2	1785	15	0	1459	1	0																														
a,mk_soulshot_b\0	22	1806	6	1465	450	1	0	100	100	2	1785	54	0	1460	1	0																														
a,mk_leather\0	25	1814	1	1882	1	1	0	10	100	1	1867	6	0																																	
a,mk_cord\0	26	1817	2	1884	20	1	0	20	100	2	1880	2	30	1868	25	0																														
a,mk_oriharukon\0	27	1825	4	1893	1	1	0	40	100	3	1888	1	36	1873	12	0	1874	4	0																											
a,mk_braided_hemp\0	28	2135	1	1878	1	1	0	10	100	1	1864	5	0																																	
a,mk_cokes\0	29	2136	1	1879	1	1	0	10	100	2	1870	3	0	1871	3	0																														
a,mk_steel\0	30	2137	1	1880	1	1	0	10	100	2	1865	5	0	1869	5	0																														
a,mk_coarse_bone_powder\0	31	2138	1	1881	1	1	0	10	100	1	1872	10	0																																	
a,mk_steel_mold\0	32	2139	2	1883	1	1	0	20	100	3	1878	5	28	1869	5	0	1870	5	0																											
a,mk_high_grade_suede\0	33	2140	2	1885	1	1	0	20	100	2	1881	1	31	1866	3	0																														
a,mk_silver_mold\0	34	2141	2	1886	1	1	0	20	100	3	1878	5	28	1879	5	29	1873	10	0																											
a,mk_varnish_of_purity\0	35	2142	2	1887	1	1	0	20	100	3	1881	3	31	1865	3	0	1875	1	0																											
a,mk_synthesis_cokes\0	36	2143	2	1888	1	1	0	20	100	2	1879	3	29	1874	1	0																														
a,mk_compound_braid\0	37	2144	2	1889	1	1	0	20	100	2	1878	5	28	1868	5	0																														
a,mk_mithirl_alloy\0	38	2145	4	1890	1	1	0	40	100	3	1887	1	35	1880	2	30	1876	1	0																											
a,mk_artisan's_frame\0	39	2146	4	1891	1	1	0	40	100	3	1883	1	32	1887	5	35	1877	10	0																											
a,mk_blacksmith's_frame\0	40	2147	4	1892	1	1	0	40	100	3	1886	1	34	1887	5	35	1876	10	0																											
a,mk_crafted_leather\0	41	2148	4	1894	1	1	0	40	100	3	1884	4	26	1882	4	25	1870	4	0																											
a,mk_metallic_fiber\0	42	2149	4	1895	20	1	0	40	100	2	1884	20	26	1873	15	0																														
a,mk_blue_diamond_necklace\0	43	2150	1	909	1	1	0	72	100	3	1898	3	0	1864	80	0	1865	16	0																											
a,mk_necklace_of_devotion\0	44	2151	2	910	1	1	0	84	100	5	1899	4	0	1886	1	34	1878	15	28	1865	3	0	2130	2	0																					
a,mk_enchanted_necklace\0	45	2152	2	911	1	1	0	96	100	6	1900	5	0	1886	1	34	1878	15	28	1865	3	0	1458	18	0	2130	3	0																		
a,mk_tiger'seye_earing\0	46	2153	3	849	1	1	0	108	100	6	1901	6	0	1886	1	34	1884	30	26	1865	6	0	1458	22	0	2130	4	0																		
a,mk_elven_earing\0	47	2154	3	850	1	1	0	120	100	6	1902	7	0	1886	1	34	1884	60	26	1865	12	0	1458	30	0	2130	6	0																		
a,mk_elven_ring\0	48	2155	3	881	1	1	0	120	100	6	1903	7	0	1886	1	34	1884	30	26	1865	6	0	1458	20	0	2130	4	0																		
a,mk_elven_necklace\0	49	2156	3	913	1	1	0	120	100	6	1904	7	0	1886	1	34	1878	70	28	1865	14	0	1458	38	0	2130	9	0																		
a,mk_onyxbeast'seye_earing\0	50	2157	4	851	1	1	0	129	100	6	1905	8	0	1886	1	34	1884	90	26	1865	18	0	1458	40	0	2130	8	0																		
a,mk_mithril_ring\0	51	2158	4	882	1	1	0	129	100	6	1906	8	0	1886	1	34	1884	50	26	1865	10	0	1458	25	0	2130	5	0																		
a,mk_necklace_of_darkness\0	52	2159	4	914	1	1	0	129	100	6	1907	8	0	1886	1	34	1878	90	28	1865	18	0	1458	50	0	2130	12	0																		
a,mk_moonstone_earing\0	53	2160	4	852	1	1	0	138	100	6	1908	8	0	1892	1	40	1895	5	42	1887	1	35	1458	30	0	2131	4	0																		
a,mk_aquastone_ring\0	54	2161	4	883	1	1	0	138	100	6	1909	8	0	1886	1	34	1895	15	42	1887	3	35	1458	25	0	2131	2	0																		
a,mk_aquastone_necklace\0	55	2162	4	915	1	1	0	138	100	6	1910	8	0	1892	1	40	1889	5	37	1887	1	35	1458	65	0	2131	5	0																		
a,mk_earing_of_protection\0	56	2163	5	853	1	1	0	147	100	6	1911	9	0	1892	1	40	1895	5	42	1887	1	35	1459	14	0	2131	5	0																		
a,mk_ring_of_protection\0	57	2164	5	884	1	1	0	147	100	6	1912	9	0	1886	1	34	1895	15	42	1887	3	35	1459	10	0	2131	3	0																		
a,mk_necklace_of_protection\0	58	2165	5	916	1	1	0	147	100	6	1913	9	0	1892	1	40	1889	10	37	1887	2	35	1459	16	0	2131	7	0																		
a,mk_earing_of_binding\0	59	2166	5	854	1	1	0	156	100	6	1914	10	0	1892	1	40	1895	20	42	1887	4	35	1459	22	0	2131	8	0																		
a,mk_ring_of_ages\0	60	2167	5	885	1	1	0	156	100	6	1915	10	0	1886	1	34	1895	30	42	1887	6	35	1459	12	0	2131	5	0																		
a,mk_necklace_of_mermaid\0	61	2168	5	917	1	1	0	156	100	6	1916	10	0	1892	1	40	1889	20	37	1887	4	35	1459	26	0	2131	11	0																		
a,mk_necklace_of_binding\0	62	2169	6	119	1	1	0	165	100	6	1920	11	0	1892	1	40	1889	35	37	1887	7	35	1459	38	0	2131	16	0																		
a,mk_nassen's_earing\0	63	2170	6	855	1	1	0	165	100	6	1918	11	0	1892	1	40	1895	45	42	1887	9	35	1459	28	0	2131	12	0																		
a,mk_ring_of_sage\0	64	2171	7	891	1	1	0	183	100	8	2171	1	0	1919	13	0	1892	1	40	1895	50	42	1887	10	35	4044	10	0	1460	18	0	2132	4	0												
a,mk_sage's_necklace\0	65	2172	7	922	1	1	0	183	100	8	2172	1	0	1917	13	0	4048	1	477	1889	55	37	1887	11	35	4044	11	0	1460	37	0	2132	8	0												
a,mk_hard_leather_shirt\0	66	2173	1	27	1	1	0	72	100	3	1927	3	0	1867	110	0	1868	55	0																											
a,mk_hard_leather_gaiters\0	67	2174	1	33	1	1	0	72	100	3	1929	3	0	1867	55	0	1868	55	0																											
a,mk_boots\0	68	2175	1	39	1	1	0	72	100	3	1930	3	0	1867	40	0	1866	5	0																											
a,mk_leather_boots\0	69	2176	2	40	1	1	0	84	100	4	1931	4	0	1882	8	25	1885	1	33	2130	1	0																								
a,mk_bone_helmet\0	70	2177	2	45	1	1	0	84	100	4	1932	4	0	1883	1	32	1882	15	25	2130	2	0																								
a,mk_dark_hose\0	71	2178	2	467	1	1	0	96	100	5	1933	5	0	1882	20	25	1884	20	26	1458	20	0	2130	4	0																					
a,mk_excellence_leather_gloves\0	72	2179	2	604	1	1	0	84	100	4	1934	4	0	1882	8	25	1885	1	33	2130	1	0																								
a,mk_scale_mail\0	73	2180	2	348	1	1	0	96	100	5	1935	5	0	1883	3	32	1880	20	30	1458	40	0	2130	9	0																					
a,mk_white_tunic\0	74	2181	2	434	1	1	0	96	100	5	1936	5	0	1882	40	25	1884	20	26	1458	28	0	2130	7	0																					
a,mk_scale_gaiters\0	75	2182	2	377	1	1	0	96	100	5	1937	5	0	1883	2	32	1880	14	30	1458	20	0	2130	5	0																					
a,mk_mithril_banded_mail\0	76	2183	3	393	1	1	0	108	100	5	1938	6	0	1883	3	32	1880	25	30	1458	45	0	2130	11	0																					
a,mk_mithril_banded_gaiters\0	77	2184	3	415	1	1	0	108	100	5	1939	6	0	1883	2	32	1880	14	30	1458	30	0	2130	6	0																					
a,mk_iron_boots\0	78	2185	3	553	1	1	0	108	100	5	1940	6	0	1882	16	25	1885	2	33	1458	16	0	2130	3	0																					
a,mk_brigandine\0	79	2186	3	352	1	1	0	120	100	5	1941	7	0	1883	3	32	1880	54	30	1458	90	0	2130	24	0																					
a,mk_manticor_skin_shirt\0	80	2187	3	395	1	1	0	120	100	5	1942	7	0	1882	84	25	1884	42	26	1458	70	0	2130	17	0																					
a,mk_manticor_skin_gaiters\0	81	2188	3	417	1	1	0	120	100	5	1943	7	0	1882	45	25	1884	45	26	1458	45	0	2130	10	0																					
a,mk_mithril_tunic\0	82	2189	3	437	1	1	0	120	100	5	1944	7	0	1882	84	25	1884	42	26	1458	70	0	2130	17	0																					
a,mk_mithril_hose\0	83	2190	3	470	1	1	0	120	100	5	1945	7	0	1882	45	25	1884	45	26	1458	45	0	2130	10	0																					
a,mk_gauntlet_of_repose_of_the_soul\0	84	2191	3	606	1	1	0	120	100	5	1946	7	0	1882	24	25	1885	3	33	1458	24	0	2130	5	0																					
a,mk_kite_shield\0	85	2192	3	629	1	1	0	120	100	6	1947	7	0	1880	12	30	1879	4	29	1882	4	25	1458	24	0	2130	5	0																		
a,mk_boots_of_power\0	86	2193	3	1124	1	1	0	120	100	5	1948	7	0	1882	24	25	1885	3	33	1458	24	0	2130	5	0																					
a,mk_mithril_glove\0	87	2194	4	61	1	1	0	129	100	5	1949	8	0	1882	32	25	1885	4	33	1458	30	0	2130	6	0																					
a,mk_half_plate\0	88	2195	4	353	1	1	0	129	100	5	1950	8	0	1883	3	32	1880	70	30	1458	120	0	2130	32	0																					
a,mk_plate_gaiters\0	89	2196	4	380	1	1	0	129	100	5	1951	8	0	1883	2	32	1880	45	30	1458	70	0	2130	19	0																					
a,mk_slamander_skin_mail\0	90	2197	4	396	1	1	0	129	100	6	1952	8	0	1882	140	25	1884	70	26	1878	35	28	1458	130	0	2130	36	0																		
a,mk_sage's_rag\0	91	2198	4	438	1	1	0	129	100	6	1953	8	0	1882	140	25	1884	70	26	1878	35	28	1458	130	0	2130	36	0																		
a,mk_karmian_hose\0	92	2199	4	471	1	1	0	138	100	5	1954	8	0	1894	15	41	1895	15	42	1458	70	0	2131	6	0																					
a,mk_chain_helmet\0	93	2200	4	497	1	1	0	129	100	5	1955	8	0	1883	1	32	1882	60	25	1458	45	0	2130	10	0																					
a,mk_square_shield\0	94	2201	4	630	1	1	0	129	100	6	1956	8	0	1880	15	30	1879	5	29	1882	5	25	1458	32	0	2130	7	0																		
a,mk_assault_boots\0	95	2202	4	1125	1	1	0	129	100	5	1957	8	0	1882	32	25	1885	4	33	1458	30	0	2130	6	0																					
a,mk_mithril_boots\0	96	2203	4	62	1	1	0	138	100	5	1958	8	0	1894	8	41	1885	1	33	1458	40	0	2130	9	0																					
a,mk_chain_mail_shirt\0	97	2204	4	354	1	1	0	138	100	5	1959	8	0	1892	3	40	1890	1	38	1458	150	0	2131	14	0																					
a,mk_chain_gaiters\0	98	2205	4	381	1	1	0	138	100	5	1960	8	0	1892	2	40	1890	1	38	1458	90	0	2131	8	0																					
a,mk_tempered_mithril_shirt\0	99	2206	4	397	1	1	0	138	100	5	1961	8	0	1894	24	41	1895	12	42	1458	120	0	2131	10	0																					
a,mk_karmian_tunic\0	100	2207	4	439	1	1	0	138	100	5	1962	8	0	1894	24	41	1895	12	42	1458	120	0	2131	10	0																					
a,mk_ogre_power_gauntlet\0	101	2208	4	607	1	1	0	129	100	5	1963	8	0	1882	32	25	1885	4	33	1458	30	0	2130	6	0																					
a,mk_eldarake\0	102	2209	4	631	1	1	0	138	100	6	1964	8	0	1890	3	38	1888	1	36	1894	1	41	1458	40	0	2131	3	0																		
a,mk_metal_plate_helmet\0	103	2210	4	498	1	1	0	141	100	5	1965	9	0	1892	1	40	1894	3	41	1459	14	0	2131	5	0																					
a,mk_plate_leather\0	104	2211	5	398	1	1	0	144	100	5	1966	9	0	1894	30	41	1895	15	42	1459	30	0	2131	12	0																					
a,mk_plate_leather_gaiters\0	105	2212	5	418	1	1	0	144	100	5	1967	9	0	1894	18	41	1895	18	42	1459	18	0	2131	7	0																					
a,mk_dwarven_chain_mail_shirt\0	106	2213	5	355	1	1	0	147	100	5	1968	9	0	1892	3	40	1890	5	38	1459	42	0	2131	19	0																					
a,mk_dwarven_chain_gaiters\0	107	2214	5	382	1	1	0	147	100	5	1969	9	0	1892	2	40	1890	3	38	1459	25	0	2131	11	0																					
a,mk_robe_of_seal\0	108	2215	5	440	1	1	0	147	100	6	1970	9	0	1894	40	41	1895	20	42	1889	10	37	1459	50	0	2131	21	0																		
a,mk_great_helmet\0	109	2216	5	500	1	1	0	147	100	5	1971	9	0	1892	1	40	1894	6	41	1459	16	0	2131	6	0																					
a,mk_knight_shield\0	110	2217	5	632	1	1	0	147	100	6	1972	9	0	1890	4	38	1888	1	36	1894	1	41	1459	12	0	2131	4	0																		
a,mk_paagrio_hand\0	111	2218	5	1120	1	1	0	147	100	5	1973	9	0	1894	10	41	1885	1	33	1459	12	0	2131	4	0																					
a,mk_crimson_boots\0	112	2219	5	1126	1	1	0	147	100	5	1974	9	0	1894	10	41	1885	1	33	1459	12	0	2131	4	0																					
a,mk_rind_leather_mail\0	113	2220	5	399	1	1	0	147	100	5	1975	9	0	1894	32	41	1895	16	42	1459	32	0	2131	14	0																					
a,mk_rind_leather_gaiters\0	114	2221	5	419	1	1	0	147	100	5	1976	9	0	1894	20	41	1895	20	42	1459	20	0	2131	8	0																					
a,mk_composite_armor\0	115	2222	5	60	1	1	0	156	100	6	1977	10	0	1892	4	40	1890	21	38	1887	7	35	1459	95	0	2131	48	0																		
a,mk_tower_shield\0	116	2223	5	103	1	1	0	156	100	6	1978	10	0	1890	6	38	1888	2	36	1894	2	41	1459	17	0	2131	7	0																		
a,mk_demon's_tunic\0	117	2224	5	441	1	1	0	156	100	5	1979	10	0	1894	48	41	1895	24	42	1459	50	0	2131	22	0																					
a,mk_demon's_hose\0	118	2225	5	472	1	1	0	156	100	5	1980	10	0	1894	30	41	1895	30	42	1459	30	0	2131	13	0																					
a,mk_mithril_gauntlet\0	119	2226	5	608	1	1	0	156	100	5	1981	10	0	1894	16	41	1885	2	33	1459	16	0	2131	6	0																					
a,mk_forgotten_boots\0	120	2227	5	1127	1	1	0	156	100	5	1982	10	0	1894	16	41	1885	2	33	1459	16	0	2131	6	0																					
a,mk_shining_circlet\0	121	2228	5	1149	1	1	0	156	100	5	1983	10	0	1892	1	40	1894	14	41	1459	25	0	2131	10	0																					
a,mk_theca_leather_mail\0	122	2229	5	400	1	1	0	159	100	5	1984	10	0	1894	54	41	1895	27	42	1459	55	0	2131	25	0																					
a,mk_theca_leather_gaiters\0	123	2230	5	420	1	1	0	159	100	5	1985	10	0	1894	32	41	1895	32	42	1459	35	0	2131	15	0																					
a,mk_full_plate_armor\0	124	2231	6	356	1	1	0	165	100	6	1986	11	0	1892	4	40	1890	36	38	1887	12	35	1459	140	0	2131	73	0																		
a,mk_drake_leather_mail\0	125	2232	6	401	1	1	0	165	100	6	1987	11	0	1894	96	41	1895	48	42	1889	24	37	1459	100	0	2131	53	0																		
a,mk_divine_tunic\0	126	2233	6	442	1	1	0	165	100	5	1988	11	0	1894	70	41	1895	35	42	1459	72	0	2131	34	0																					
a,mk_divine_hose\0	127	2234	6	473	1	1	0	165	100	5	1989	11	0	1894	42	41	1895	42	42	1459	45	0	2131	20	0																					
a,mk_mithril_helmet\0	128	2235	6	499	1	1	0	165	100	5	1990	11	0	1892	1	40	1894	26	41	1459	36	0	2131	15	0																					
a,mk_pata_i\0	138	5008	6	264	1	1	0	171	60	8	5008	1	0	4103	12	0	1890	70	38	1888	70	36	1885	35	33	4042	35	0	1459	310	0	2132	55	0												
a,mk_gauntlet_of_ghost\0	141	2248	6	609	1	1	0	165	100	5	2003	11	0	1894	24	41	1885	3	33	1459	24	0	2131	10	0																					
a,mk_adamantite_boots\0	142	2249	6	1128	1	1	0	165	100	5	2004	11	0	1894	24	41	1885	3	33	1459	24	0	2131	10	0																					
a,mk_bone_arrow\0	143	2250	2	1341	650	1	0	80	100	2	1864	1	0	1881	1	31																														
a,mk_fine_steel_arrow\0	144	2251	3	1342	600	1	0	100	100	2	1864	4	0	1880	1	30																														
a,mk_iron_hammer\0	145	2252	1	87	1	1	0	72	100	4	2014	3	0	1869	260	0	1870	260	0	1866	130	0																								
a,mk_sword_breaker\0	146	2253	1	219	1	1	0	72	100	3	2015	3	0	1869	365	0	1870	365	0																											
a,mk_composition_bow\0	147	2254	1	273	1	1	0	72	100	4	2016	3	0	1869	400	0	1878	80	28	1866	80	0																								
a,mk_saber\0	148	2255	2	123	1	1	0	84	100	5	2017	4	0	1883	2	32	1880	70	30	1879	70	29	2130	34	0																					
a,mk_assassin_knife\0	149	2256	2	221	1	1	0	84	100	5	2018	4	0	1883	2	32	1880	70	30	1879	70	29	2130	34	0																					
a,mk_trident\0	150	2257	2	291	1	1	0	84	100	5	2019	4	0	1880	80	30	1879	40	29	1885	20	33	2130	34	0																					
a,mk_temptation_of_abyss\0	151	2258	2	313	1	1	0	84	100	5	2020	4	0	1880	30	30	1881	60	31	1878	30	28	2130	34	0																					
a,mk_spinebone_sword\0	152	2259	2	125	1	1	0	96	100	6	2021	5	0	1883	2	32	1880	75	30	1879	75	29	1458	200	0	2130	57	0																		
a,mk_mace_of_judgment\0	153	2260	2	180	1	1	0	96	100	6	2022	5	0	1880	60	30	1879	60	29	1885	30	33	1458	200	0	2130	57	0																		
a,mk_conjure_staff\0	154	2261	2	184	1	1	0	96	100	6	2023	5	0	1880	45	30	1881	90	31	1878	45	28	1458	200	0	2130	57	0																		
a,mk_elven_bow\0	155	2262	2	276	1	1	0	96	100	6	2024	5	0	1880	100	30	1878	20	28	1885	20	33	1458	200	0	2130	57	0																		
a,mk_dwarven_trident\0	156	2263	2	295	1	1	0	96	100	6	2025	5	0	1880	80	30	1879	40	29	1885	20	33	1458	200	0	2130	57	0																		
a,mk_two-handed_sword\0	157	2264	3	124	1	1	0	108	100	6	2026	6	0	1883	3	32	1880	144	30	1879	72	29	1458	300	0	2130	91	0																		
a,mk_spike_club\0	158	2265	3	157	1	1	0	108	100	6	2027	6	0	1880	90	30	1879	90	29	1885	45	33	1458	300	0	2130	91	0																		
a,mk_knife_o'_silenus\0	159	2266	3	241	1	1	0	108	100	6	2028	6	0	1883	2	32	1880	118	30	1879	118	29	1458	300	0	2130	91	0																		
a,mk_gastraphetes\0	160	2267	3	278	1	1	0	108	100	6	2029	6	0	1880	150	30	1878	30	28	1885	30	33	1458	300	0	2130	91	0																		
a,mk_tome_of_blood\0	161	2268	3	317	1	1	0	108	100	6	2030	6	0	1880	70	30	1881	140	31	1878	70	28	1458	300	0	2130	91	0																		
a,mk_morning_star\0	162	2269	3	88	1	1	0	120	100	6	2031	7	0	1880	128	30	1879	128	29	1885	64	33	1458	430	0	2130	139	0																		
a,mk_goathead_staff\0	163	2270	3	90	1	1	0	120	100	6	2032	7	0	1880	100	30	1881	200	31	1878	100	28	1458	430	0	2130	139	0																		
a,mk_winged_spear\0	164	2271	3	93	1	1	0	120	100	6	2033	7	0	1880	180	30	1879	90	29	1885	45	33	1458	430	0	2130	139	0																		
a,mk_sword_of_revolution\0	165	2272	3	129	1	1	0	120	100	6	2034	7	0	1883	2	32	1880	175	30	1879	175	29	1458	430	0	2130	139	0																		
a,mk_tarbar\0	166	2273	3	158	1	1	0	120	100	6	2035	7	0	1880	128	30	1879	128	29	1885	64	33	1458	430	0	2130	139	0																		
a,mk_skull_breaker\0	167	2274	3	169	1	1	0	120	100	6	2036	7	0	1880	128	30	1879	128	29	1885	64	33	1458	430	0	2130	139	0																		
a,mk_heavy_bone_club\0	168	2275	3	172	1	1	0	120	100	6	2037	7	0	1880	128	30	1879	128	29	1885	64	33	1458	430	0	2130	139	0																		
a,mk_maingauche\0	169	2276	3	224	1	1	0	120	100	6	2038	7	0	1883	2	32	1880	175	30	1879	175	29	1458	430	0	2130	139	0																		
a,mk_bich'hwa\0	170	2277	3	261	1	1	0	120	100	6	2039	7	0	1880	128	30	1879	128	29	1885	64	33	1458	430	0	2130	139	0																		
a,mk_strengthening_long_bow\0	171	2278	3	279	1	1	0	120	100	6	2040	7	0	1880	225	30	1878	45	28	1885	45	33	1458	300	0	2130	139	0																		
a,mk_hammer_in_flames\0	172	2279	3	294	1	1	0	120	100	6	2041	7	0	1880	180	30	1879	90	29	1885	45	33	1458	430	0	2130	139	0																		
a,mk_crucifix_of_blood\0	173	2280	3	318	1	1	0	120	100	6	2042	7	0	1880	100	30	1881	200	31	1878	100	28	1458	430	0	2130	139	0																		
a,mk_eye_of_infinity\0	174	2281	3	319	1	1	0	120	100	6	2043	7	0	1880	100	30	1881	200	31	1878	100	28	1458	430	0	2130	139	0																		
a,mk_cursed_maingauche\0	175	2282	3	1660	1	1	0	120	100	6	2044	7	0	1883	2	32	1880	175	30	1879	175	29	1458	430	0	2130	139	0																		
a,mk_blue_crystal_skull\0	176	2283	4	320	1	1	0	123	100	6	2045	7	0	1880	110	30	1881	220	31	1878	110	28	1458	470	0	2130	153	0																		
a,mk_demon_fangs\0	177	2284	4	321	1	1	0	123	100	6	2046	7	0	1880	110	30	1881	220	31	1878	110	28	1458	470	0	2130	153	0																		
a,mk_claymore\0	178	2285	4	70	1	1	0	129	100	6	2047	8	0	1883	3	32	1880	270	30	1879	135	29	1458	550	0	2130	185	0																		
a,mk_bonebreaker\0	179	2286	4	159	1	1	0	129	100	6	2048	8	0	1880	160	30	1879	160	29	1885	80	33	1458	550	0	2130	185	0																		
a,mk_atuba_hammer\0	180	2287	4	187	1	1	0	129	100	6	2049	8	0	1880	220	30	1879	110	29	1885	55	33	1458	550	0	2130	185	0																		
a,mk_ghost_staff\0	181	2288	4	188	1	1	0	129	100	6	2050	8	0	1880	130	30	1881	260	31	1878	130	28	1458	550	0	2130	185	0																		
a,mk_life_stick\0	182	2289	4	189	1	1	0	129	100	6	2051	8	0	1880	130	30	1881	260	31	1878	130	28	1458	550	0	2130	185	0																		
a,mk_mithril_dagger\0	183	2290	4	225	1	1	0	129	100	6	2052	8	0	1883	2	32	1880	220	30	1879	220	29	1458	550	0	2130	185	0																		
a,mk_scallop_jamadhr\0	184	2291	4	262	1	1	0	129	100	6	2053	8	0	1880	160	30	1879	160	29	1885	80	33	1458	550	0	2130	185	0																		
a,mk_cyclone_bow\0	185	2292	4	280	1	1	0	129	100	6	2054	8	0	1880	275	30	1878	55	28	1885	55	33	1458	550	0	2130	185	0																		
a,mk_glaive\0	186	2293	4	297	1	1	0	129	100	6	2055	8	0	1880	220	30	1879	110	29	1885	55	33	1458	550	0	2130	185	0																		
a,mk_vajra_wands\0	187	2294	4	322	1	1	0	129	100	6	2056	8	0	1880	130	30	1881	260	31	1878	130	28	1458	550	0	2130	185	0																		
a,mk_ancient_reagent\0	188	2295	4	323	1	1	0	129	100	6	2057	8	0	1880	130	30	1881	260	31	1878	130	28	1458	550	0	2130	185	0																		
a,mk_atuba_mace\0	189	2296	4	190	1	1	0	129	100	6	2058	8	0	1880	220	30	1879	110	29	1885	55	33	1458	550	0	2130	185	0																		
a,mk_flamberge\0	190	2297	4	71	1	1	0	138	100	7	2059	8	0	1891	3	39	1890	24	38	1888	12	36	5220	48	497	1458	700	0	2131	81	0															
a,mk_stormbringer\0	191	2298	4	72	1	1	0	138	100	7	2060	8	0	1891	2	39	1890	25	38	1888	25	36	5220	50	497	1458	700	0	2131	81	0															
a,mk_big_hammer\0	192	2299	4	89	1	1	0	138	100	7	2061	8	0	1890	30	38	1888	30	36	1885	15	33	5220	60	497	1458	700	0	2131	81	0															
a,mk_scythe\0	193	2300	4	96	1	1	0	138	100	7	2062	8	0	1890	40	38	1888	20	36	1885	10	33	5220	50	497	1458	700	0	2131	81	0															
a,mk_battle_axe\0	194	2301	4	160	1	1	0	138	100	7	2063	8	0	1890	30	38	1888	30	36	1885	15	33	5220	60	497	1458	700	0	2131	81	0															
a,mk_war_pick\0	195	2302	4	161	1	1	0	138	100	7	2064	8	0	1890	30	38	1888	30	36	1885	15	33	5220	60	497	1458	700	0	2131	81	0															
a,mk_skull_graver\0	196	2303	4	173	1	1	0	138	100	7	2065	8	0	1890	30	38	1888	30	36	1885	15	33	5220	60	497	1458	700	0	2131	81	0															
a,mk_heavy_doom_hammer\0	197	2304	4	191	1	1	0	138	100	7	2066	8	0	1890	40	38	1888	20	36	1885	10	33	5220	50	497	1458	700	0	2131	81	0															
a,mk_crystal_staff\0	198	2305	4	192	1	1	0	138	100	7	2067	8	0	1893	20	27	1881	40	31	1889	20	37	5220	60	497	1458	700	0	2131	81	0															
a,mk_stick_of_faith\0	199	2306	4	193	1	1	0	138	100	7	2068	8	0	1893	20	27	1881	40	31	1889	20	37	5220	60	497	1458	700	0	2131	81	0															
a,mk_heavy_doom_axe\0	200	2307	4	194	1	1	0	138	100	7	2069	8	0	1890	40	38	1888	20	36	1885	10	33	5220	50	497	1458	700	0	2131	81	0															
