id	name	add_name	description	popup	action	unk1	unk2	unk3	Card	unk_5[0]	unk_5[1]	unk_5[2]	unk_5[3]	unk_5[4]	unk_5[5]	unk_5[6]
699	オークの鼻		オークの鼻です。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
701	キノコのエキス		キノコのエキスです。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
702	ウルフの皮		ウルフの皮です。40枚集めて武器防具屋のレクターに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
703	ジャイアント スパイダーの毒袋		死んだジャイアント スパイダーから手に入れた毒袋です。神官ヨハネスに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
704	解熱剤		熱病にかかった魔法学校の学生のために、神官ヨハネスが作った解熱剤です。エリアスに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
706	バシリスクの爪		バシリスクの爪です。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
707	ファングスの胞子袋		ファングスから手に入れた胞子袋です。10個集めて商人ヴォロドスに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
708	シルフのヘッドバンド		シルフのヘッドバンドです。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
734	移動速度向上ポーション		移動速度が向上する魔法のポーションです。	-1	action_skill_reduce	0	-1	1		1	1	1	1	7	1	0
735	攻撃速度向上ポーション		攻撃速度が向上する魔法のポーションです。	-1	action_skill_reduce	0	-1	1		1	1	1	1	7	1	0
736	帰還スクロール		最寄りの村へ移動する魔法のスクロールです。	-1	action_skill_reduce	0	-1	1		1	1	1	1	7	1	0
737	復活スクロール		死んだ者を甦らせる事ができる魔法のスクロールです。	-1	action_skill_reduce	0	-1	1		1	1	1	1	7	1	0
739	折れた刃の柄		ソリダリティ ソードの柄です。鍛冶屋アルトランに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
740	折れた刃の下部		ソリダリティ ソードの刀身の一部です。折れた刃の上部と一緒に鍛冶屋アルトランに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
741	折れた刃の上部		ソリダリティ ソードの刀身の一部です。折れた刃の下部と一緒に鍛冶屋アルトランに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
742	アルトランのメモ		剣の柄を渡して欲しいという内容の、ロイエンへ宛てた手紙です。これを持ってセドリックの道場にいるグランドマスター ロイエンを訪ねてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
745	コベンデルの治療薬			-1	action_none	0	-1	1		0	0	1	0	0	0	0
746	アルベリウスのリスト		センティネル ベリオス、ベルトレス、レイジエン、ガトランデルに治療薬を届けてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
750	キンシップ クリスタル			-1	action_none	0	-1	1		0	0	1	0	0	0	0
751	割れたキンシップ クリスタル			-1	action_none	0	-1	1		0	0	1	0	0	0	0
752	オークアミュレット		オークたちが呪術的な目的で持ち歩くアミュレットです。警備隊長ギルバートに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
753	シルバーリーフ ブローチ			-1	action_none	0	-1	1		0	0	1	0	0	0	0
796	ロイエンの手紙		ロイエンがソリダリティ ソードに関連する歴史の資料を整理して書いた手紙です。鍛冶屋アルトランに届けてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
809	ボーン ピース		アンデッド スケルトンから手に入れたボーン ピースです。10個集めて長老カイタルに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
844	アクラントスの経典 1～10 ページ			-1	action_none	0	-1	1		0	0	1	0	0	0	0
937	遺跡に行く方法		村の北西の道を進み、戦勝記念塔に出たら西へ進んでください。山の坂道に遺跡の入り口が見えるはずです。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
938	テスト デック			-1	action_none	0	-1	1		0	1	1	0	0	0	0
939	Gara Quest Item11			-1	action_none	0	-1	1		0	0	1	0	0	0	0
940	Gara Quest Item12			-1	action_none	0	-1	1		0	0	1	0	0	0	0
941	Gara Proof of Bravery			-1	action_none	0	-1	1		0	0	1	0	0	0	0
942	Gara Proof of Justice			-1	action_none	0	-1	1		0	0	1	0	0	0	0
943	Gara Proof of Despair			-1	action_none	0	-1	1		0	0	1	0	0	0	0
944	デスナイトの骸骨			-1	action_none	0	-1	1		0	0	1	0	0	0	0
947	武器強化スクロール：Bグレード		エンチャント時に、Bグレードの剣/片手、鈍器/片手、短剣、槍、その他の武器の攻撃力が4向上します。剣/両手、鈍器/両手、二刀流、格闘/両手の武器の攻撃力が5向上します。弓の武器の攻撃力は8向上します。すべての武器の魔力が3向上します。+3まで安全に強化できます。+4からは、攻撃力/魔力が2倍ずつ向上します。	-1	action_skill_reduce	0	-1	1		1	1	1	1	7	1	0
948	防具強化スクロール：Bグレード		Bグレードの防具やアクセサリーの防御力が1増加して、+4からは3増加します。+3まで安全に強化できます。ワンピース防具の場合は+4まで安全に強化できます。防具+4以上強化時、強化値によってHPも増加します。	-1	action_skill_reduce	0	-1	1		1	1	1	1	7	1	0
951	武器強化スクロール：Cグレード		エンチャント時に、Cグレードの剣/片手、鈍器/片手、短剣、槍、その他の武器の攻撃力が3向上します。剣/両手、鈍器/両手、二刀流、格闘/両手の武器の攻撃力が4向上します。弓の武器の攻撃力は6向上します。すべての武器の魔力が3向上します。+3まで安全に強化できます。+4からは、攻撃力/魔力が2倍ずつ向上します。	-1	action_skill_reduce	0	-1	1		1	1	1	1	7	1	0
952	防具強化スクロール：Cグレード		Cグレードの防具やアクセサリーの防御力が1増加して、+4からは3増加します。+3まで安全に強化できます。ワンピース防具の場合は+4まで安全に強化できます。防具+4以上強化時、強化値によってHPも増加します。	-1	action_skill_reduce	0	-1	1		1	1	1	1	7	1	0
955	武器強化スクロール：Dグレード		エンチャント時に、Dグレードの剣/片手、鈍器/片手、短剣、槍、その他の剣/両手、鈍器/両手、二刀流、格闘/両手の武器の攻撃力が2向上します。弓の武器の攻撃力は4向上します。すべての武器の魔力が2向上します。+3まで安全に強化できます。+4からは、攻撃力/魔力が2倍ずつ向上します。	-1	action_skill_reduce	0	-1	1		1	1	1	1	7	1	0
956	防具強化スクロール：Dグレード		Dグレードの防具やアクセサリーの防御力が1増加して、+4からは3増加します。+3まで安全に強化できます。ワンピース防具の場合は+4まで安全に強化できます。防具+4以上強化時、強化値によってHPも増加します。	-1	action_skill_reduce	0	-1	1		1	1	1	1	7	1	0
963	オークの矢尻		話せる島のレヌント オークが使う矢尻です。これを集めてマスター ミニアに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
964	アルベリウスの手紙		アルベリウスの手紙です。マスター コベンデルに届けてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
965	エバーグリーン アミュレット		新緑の精霊石が差し込まれているネックレスです。これを持っているとドライアードを倒した時にドライアードの涙を手に入れることができます。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
966	ドライアードの涙		ドライアードの霊力が凝縮された宝石です。これを10個集めてマスター コベンデルに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
967	コベンデルの治療薬		コベンデルが作った胞子の海の毒の治療薬です。センティネル ナイト アルベリウスに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
968	カロイドの手紙		鍛冶屋カロイドが書いた手紙です。シーレンの神殿にいる深淵の司祭セクティノンに届けてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
969	セクティノンの紹介状		司祭セクティノンの紹介状です。これを持って村にいるマジスター ハルネを訪ねてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
970	セクティノンの紹介状		司祭セクティノンの紹介状です。黒魔法研究所に行ってスケルトンを狩り、ボーン ピースを10個集めてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
971	ソウル キャッチャー		死者の魂を呼び出す儀式の際に使われる道具です。これを持って司祭セクティノンを訪ねてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
972	保存液		死骸が腐らないように塗る溶液です。これを持って沼地帯に行き、ゾンビを倒してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
973	ゾンビの頭		マーシュ エルフ ゾンビの頭部です。これを持って深淵の司祭セクティノンを訪ねてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
974	不死身スチールベンダーの頭		｢ゾンビの頭にスチールベンダーの魂を封じたものです。鍛冶屋カロイドに持って行ってください。｣	-1	action_none	0	-1	1		0	0	1	0	0	0	0
976	センティネルの証		エルフ警備隊の一員である事を表すものです。オーク｢タヌキ スカルクラッシャー｣を倒してセンティネル ケンドネルに報告してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
977	センティネルの証		エルフ警備隊の一員である事を表すものです。オーク｢バート ブラッドスピアー｣を倒してセンティネル ケンドネルに報告してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
978	スカルクラッシャーのお守り		スカルクラッシャー オーク部族の象徴です。これをセンティネル ケンドネルに持って行ってください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
979	ブラッドスピアー お守り		ブラッドスピアー オーク部族の象徴です。これをセンティネル ケンドネルに持って行ってください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
982	エスランデルの紹介状		エスランデルの紹介状です。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
983	ケンドネルの手紙		ケンドネルの手紙です。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
984	オニキス タリスマン		黒曜石で作られたネックレスです。司祭カルティアに持って行ってください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
985	オニキス タリスマン		黒曜石で作られたネックレスです。黙示録の原本をトゥムラン オークから取り戻し、深淵の司祭カルティアに持って行ってください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
986	古代のスクロール		カイシャの黙示録と呼ばれる古文書です。｢古代のタブレット｣と共に深淵の司祭カルティアに持って行ってください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
987	古代のタブレット		古代文字が記録されたタブレットです。｢古代のスクロール｣と共に深淵の司祭カルティアに持って行ってください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
988	カルティアの翻訳		カルティアが作った｢カイシャの黙示録｣の翻訳本です。大長老シフィエルに持って行ってください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1008	ハリスの領収書		ハリスが道具の製作を注文した時に受け取った領収書です。これを持って鍛冶屋アルトランを訪ねてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1009	ハリスの領収書		ハリスが道具の製作を注文した時に受け取った領収書です。道具の製作に必要なゴーレムの破片を収集してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1010	ゴーレムの破片		ストーン ゴーレムの体からとれる石のかけら。これを5個集めて鍛冶屋アルトランに持って行ってください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1011	道具箱		鍛冶屋 アルトランが作った道具が入っています。これを神殿のマジスター ハリスに届けてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1012	配達リスト		アーノルドから受け取った配達リストです。商人ジャクソンに重い木箱、商人シルビアに絹織物の束、倉庫番ラントに素焼壺をそれぞれ届けるように書いてあります。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1013	重い木箱		アーノルドから預かった木の箱です。商人ジャクソンに届けてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1014	絹織物の束		アーノルドから預かった絹織物の束です。商人シルビアに届けてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1015	素焼壺		アーノルドから預かった素焼きの壺です。倉庫番ラントに届けてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1016	ジャクソンの受領書		ジャクソンから受け取った領収書です。警備兵アーノルドに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1017	シルビアの受領書		シルビアから受け取った領収書です。警備兵アーノルドに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1018	ラントの受領書		ラントから受け取った領収書です。警備兵アーノルドに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1019	公文書		グルーディオ領主が会議への招集のために、コリン ウィンダウッド卿に送った公文書です。これをウィンダウッド卿に渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1020	フレイム シャード		サラマンダーから手に入れた火の精霊石のかけらです。商人カトリーンに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1021	アイス シャード		ウンディーネから手に入れた水の精霊石のかけらです。商人カトリーンに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1022	リリスの手紙		リリスが1000年前に別れた恋人を想って書いた手紙です。彼女の恋人の消息を調べてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1023	テオンの日記帳		テオンが1000年前に別れた恋人のリリスを想って書いた日記です。リリスに届けてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1024	アダマンタイト原石		ジャイアントトードから回収したアダマンタイトの原石です。20個集めて倉庫番ウィルフロードに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1025	タブレット		悪魔ネールカスから手に入れたタブレットです。大神官ビオティンに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1026	銀色のクモの糸		シルバースパイダーのクモの糸です。商人ウノーレンに届けてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1027	ウノーレンの領収書		ウノーレンから受け取った領収書です。これを持って商人クリミスを訪ねてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1028	クリミスの伝票		クリミスから受け取った伝票です。これを持って倉庫番ジュリアを訪ねてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1029	ナイトシェードの葉		ナイトシェードの葉です。ネルファに届けてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1030	割れた頭骨		ダーク ホラーの割れた頭骨です。マジスター ブラスティに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1031	無傷の頭骨		ダーク ホラーの頭骨です。マジスター ブラスティに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1032	ケルティルの毛		ケルティルの毛の束です。クリステルに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1033	毛糸		ケルティルの毛から紡いだ糸です。前職が仕立て屋の倉庫番ロルプナンの所に持って行くと、人形の髪の毛を作ってもらえます。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1034	少女の人形		少女の姿を象った人形です。灯台守ロッセルに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1035	プレーグ ダスト		プレイグ ゾンビの皮膚から採れる粉です。これを長老アステリオスに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1036	アンデリアの手紙		アンデリアが妹のタリヤに世界樹の実を送ってほしいと頼んでいる内容の手紙です。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1037	世界樹の実		世界樹に数年に一度しかならない実です。これをアンデリアに届けてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1038	ルミエールの1番目の詩		ルミエール ムーンシャインの1番目の詩が書かれたスクロールです。4個全部を集めてセンティネル スタディエンに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1039	ルミエールの3番目の詩		ルミエール ムーンシャインの3番目の詩が書かれたスクロールです。4個全部を集めてセンティネル スタディエンに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1040	ルミエールの4番目の詩		ルミエール ムーンシャインの4番目の詩が書かれたスクロールです。4個全部を集めてセンティネル スタディエンに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1041	ルミエールの5番目の詩		ルミエール ムーンシャインの5番目の詩が書かれたスクロールです。4個全部を集めてセンティネル スタディエンに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1042	ワーラットの牙		ラットマンの牙です。これを集めてマスター エレーニアに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1043	ヴァルール ファウルクロウの牙		ラットマンの頭ヴァルール ファウルクロウの牙です。マスター エレーニアに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1044	キルナークの頭骨		ドレ バヌルの長 キルナークの頭骨です。商人クリミスに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1045	ゾンビの皮		沼地帯のゾンビから手に入れた皮です。5個集めて商人ミナレスに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1046	ナイトメア クリスタル		サキュバス メルケニスが悪夢の呪術で使っていたクリスタルです。長老ベリオールに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1047	魔法書：ライト		ライトの魔法の習得に必要な魔法書です。	-1	action_none	0	-1	1		1	1	1	1	7	1	0
1048	魔法書：マイト		マイトの魔法の習得に必要な魔法書です。メイジ、エルヴン メイジ、ダーク メイジが使用できます。\\n習得レベル：7	-1	action_none	0	-1	1		1	1	1	1	7	1	0
1049	魔法書：アイス ボルト		アイス ボルトの魔法の習得に必要な魔法書です。メイジ、エルヴン メイジ、ダーク メイジが使用できます。\\n習得レベル：7	-1	action_none	0	-1	1		1	1	1	1	7	1	0
1050	魔法書：バトル ヒール		バトル ヒールの魔法の習得に必要な魔法書です。メイジ、エルヴン メイジ、ダーク メイジが使用できます。\\n習得レベル：14	-1	action_none	0	-1	1		1	1	1	1	7	1	0
1051	魔法書：ヴァンパイアリック タッチ		ヴァンパイアリック タッチの魔法の習得に必要な魔法書です。メイジ、ダーク メイジが使用できます。\\n習得レベル：14	-1	action_none	0	-1	1		1	1	1	1	7	1	0
1052	魔法書：フレイム ストライク		フレイム ストライクの魔法の習得に必要な魔法書です。ウィザード、エルヴン ウィザード、ダーク ウィザードが使用できます。\\n習得レベル：20	-1	action_none	0	-1	1		1	1	1	1	7	1	0
1053	魔法書：キュア ポイズン		キュア ポイズンの魔法の習得に必要な魔法書です。メイジ、エルヴン メイジ、ダーク メイジが使用できます。\\n習得レベル：7	-1	action_none	0	-1	1		1	1	1	1	7	1	0
1054	魔法書：グループ ヒール		グループ ヒールの魔法の習得に必要な魔法書です。メイジ、エルヴン メイジ、ダーク メイジが使用できます。\\n習得レベル：14	-1	action_none	0	-1	1		1	1	1	1	7	1	0
1055	魔法書：カース ポイズン		カース ポイズンの魔法の習得に必要な魔法書です。メイジ、ダーク メイジが使用できます。\\n習得レベル：7	-1	action_none	0	-1	1		1	1	1	1	7	1	0
1056	魔法書：カース ウィークネス		カース ウィークネスの魔法の習得に必要な魔法書です。メイジ、エルヴン メイジが使用できます。\\n習得レベル：14	-1	action_none	0	-1	1		1	1	1	1	7	1	0
1057	魔法書：サモン ミール		サモン ミールの魔法の習得に必要な魔法書です。	-1	action_none	0	-1	1		1	1	1	1	7	1	0
1058	魔法書：シールド		シールドの魔法の習得に必要な魔法書です。メイジ、エルヴン メイジ、ダーク メイジが使用できます。\\n習得レベル：7	-1	action_none	0	-1	1		1	1	1	1	7	1	0
1059	魔法書：ノウ エネミー		ノウ エネミーの魔法の習得に必要な魔法書です。	-1	action_none	0	-1	1		1	1	1	1	7	1	0
1060	体力回復剤		飲むと徐々にHPが回復してゆく魔法のポーションです。15秒間持続します。	-1	action_skill_reduce	0	-1	1		1	1	1	1	7	1	0
1061	高級体力回復剤		飲むと徐々にHPが回復してゆく魔法のポーションです。15秒間持続します。	-1	action_skill_reduce	0	-1	1		1	1	1	1	7	1	0
1067	推薦状		この推薦状を持ってグランドマスター ロイエンを訪ねてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1068	推薦状		この推薦状を持ってグランドマジスター ガーリントを訪ねてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1069	世界樹の葉		この世界樹の葉を持ってネルファを訪ねてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1070	深淵の血		深淵の血を持って、ダーク エルフの族長ミトラエルを訪ねてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1071	ヒヤシンスのお守り		長老アステリオスに渡されたお守りです。エルフ村の水を汚染させる者を探すために水源地へ行ってください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1072	ヒヤシンスのお守り		長老アステリオスに渡されたお守りです。水源地でゾンビからプレーグ ダストを5個集めてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1073	初心者用の体力回復剤		飲むと徐々にHPが回復してゆく魔法のポーションです。持続時間はかなり短いです。	-1	action_skill_reduce	0	-1	1		1	1	1	1	7	1	0
1076	カルキュレインの手紙		カルキュレインが家族に宛てた手紙です。倉庫番ハープロックに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1077	毒袋		ポイズン スパイダーの毒袋です。10個集めてアスタロンに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1078	ウィンド シャード		風の精霊リレインから手に入れた風の精霊石のかけらです。これを集めてリズラエルに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1079	ダーリングの領収書		ダーリングが魔法のポーションの代金を払った時にバウロから受け取った領収書です。バウロに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1080	バウロのポーション		バウロがダーリングのために作った特製の勇気のポーションです。ただし効果は未知数。ダーリングに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1081	オニキス ビーストの目		長老タロスに依頼された魔法の材料のうちの1番目の材料です。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1082	テイント ストーン		長老タロスに依頼された魔法の材料のうちの2番目の材料です。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1083	サキュバスの血		長老タロスに依頼された魔法の材料のうちの3番目の材料です。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1084	グルーディオ領主の証		領主の命令を遂行している者を示す証です。これを身につけてオークかウェアウルフを倒してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1085	オークのボーン ネックレス		オーク ファイターたちが呪術的な目的で身につけている骨製のネックレスです。警備隊長ギルバートに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1086	ウェアウルフの牙		ウェアウルフの牙です。警備隊長ギルバートに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1087	ジャイアント スパイダーの足		ジャイアント スパイダーの足です。これを8個集めてアルシュペスに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1088	アンドリアスの手紙		司祭アンドリアスが書いた手紙です。これを持って商人イリア、 倉庫番ドランカス 、マスター トゥルディを訪ねてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1089	セレモニアル ダガー		暗黒のミサで使われる儀式用の短剣です。これを深淵の司祭アンドリアス渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1090	ドレビアン ワイン		暗黒のミサで使われる聖なる葡萄酒です。これを深淵の司祭アンドリアスに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1091	ガルミエル スクリプチャー		暗黒のミサで使われる経典です。これを深淵の司祭アンドリアスに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1092	アルジエンの手紙		アルジエンがグリーニスを想って書いた手紙です。ゲートキーパー ミンティエルに見せてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1093	アルジエンの手紙		アルジエンがグリーニスを想って書いた手紙です。商人ハーブティエンに見せてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1094	アルジエンの手紙		アルジエンがグリーニスを想って書いた手紙です。ミンティエルとハーブティエンに見せた後、再度アルジエンを訪ねてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1095	魔法書：アタック オーラ		アタック オーラの魔法の習得に必要な魔法書です。エルヴン ファイター、ダークファイターが使用できます。\\n習得レベル：10	-1	action_none	0	-1	1		1	1	1	1	7	1	0
1096	魔法書：エレメンタル ヒール		エレメンタル ヒールの魔法の習得に必要な魔法書です。エルヴン ファイターが使用できます。\\n習得レベル：15	-1	action_none	0	-1	1		1	1	1	1	7	1	0
1097	魔法書：ドレイン エナジー		ドレイン エナジーの魔法の習得に必要な魔法書です。ナイト、ダークファイターが使用できます。\\n習得レベル：ダークファイター13、ナイト20	-1	action_none	0	-1	1		1	1	1	1	7	1	0
1098	魔法書：ウィンド ウォーク		ウィンド ウォークの魔法の習得に必要な魔法書です。クレリック、オラクル、シリエン オラクルが使用できます。\\n習得レベル：20	-1	action_none	0	-1	1		1	1	1	1	7	1	0
1099	魔法書：ウィンド シャックル		ウィンド シャックルの魔法の習得に必要な魔法書です。エルヴン メイジ、ダーク メイジが使用できます。\\n習得レベル：14	-1	action_none	0	-1	1		1	1	1	1	7	1	0
1106	ノーマンの手紙		ハープロックから受け取ったノーマン宛ての手紙です。倉庫番ノーマンに届けてください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1107	ボーン ピース		スケルトンのボーン ピースです。これを10個集めてマジスター ハルネに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1112	世界樹の葉			-1	action_none	0	-1	1		0	0	1	0	0	0	0
1113	ミトラエルの血			-1	action_none	0	-1	1		0	0	1	0	0	0	0
1114	オークアミュレット		カブー オークたちが呪術的な目的で身につけているお守りです。センティネル レイジエンに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1115	オークのボーン ネックレス		カブー オーク ファイターたちが呪術的な目的で身につけている骨製のネックレスです。センティネル レイジエンに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1116	オークアミュレット		バロール オークたちが呪術的な目的で身につけているお守りです。セントリー カイリンに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
1117	オークのボーン ネックレス		バロール オーク ファイターたちが呪術的な目的で身につけている骨製のネックレスです。セントリー カイリンに渡してください。	-1	action_none	0	-1	1		0	0	1	0	0	0	0
