name	id_mk	id_recipe	level	id_item	count	UNK[0]	UNK[1]	mp_cost	success_rate	mat_cnt	item_1	count_1	unk_1	item_2	count_2	unk_2	item_3	count_3	unk_3	item_4	count_4	unk_4	item_5	count_5	unk_5	item_6	count_6	unk_6	item_7	count_7	unk_7	item_8	count_8	unk_8	item_9	count_9	unk_9	item_10	count_10	unk_10	item_11	count_11	unk_11	item_12	count_12	unk_12
mk_necklace_of_protection	58	2165	5	916	1	1	1	147	100	7	2165	1	0	1913	10	0	36522	1	0	36557	1	0	36562	1	0	2131	3	0	1459	3	0															
mk_earing_of_binding	59	2166	5	854	1	1	1	156	100	7	2166	1	0	1914	10	0	36522	1	0	36557	1	0	36562	1	0	2131	3	0	1459	4	0															
mk_ring_of_ages	60	2167	5	885	1	1	1	156	100	7	2167	1	0	1915	10	0	36522	1	0	36557	1	0	36562	1	0	2131	2	0	1459	3	0															
mk_necklace_of_mermaid	61	2168	5	917	1	1	1	156	100	7	2168	1	0	1916	10	0	36522	1	0	36557	1	0	36562	1	0	2131	4	0	1459	5	0															
mk_necklace_of_binding	62	2169	6	119	1	1	1	165	100	7	2169	1	0	1920	10	0	36522	1	0	36557	1	0	36562	1	0	2131	5	0	1459	7	0															
mk_nassen's_earing	63	2170	6	855	1	1	1	165	100	7	2170	1	0	1918	10	0	36522	1	0	36557	1	0	36562	1	0	2131	4	0	1459	5	0															
mk_ring_of_sage	64	2171	7	891	1	1	0	183	100	7	2171	1	0	1919	10	0	36522	1	0	36557	1	0	36562	1	0	2132	2	0	1460	3	0															
mk_sage's_necklace	65	2172	7	922	1	1	0	183	100	7	2172	1	0	1917	10	0	36522	2	0	36557	1	0	36562	1	0	2132	3	0	1460	5	0															
mk_hard_leather_shirt	66	2173	1	27	1	1	0	72	100	7	2173	1	0	1927	10	0	36516	3	0	36536	1	4095	36551	1	0	36561	1	0	34994	20	0															
mk_hard_leather_gaiters	67	2174	1	33	1	1	0	72	100	7	2174	1	0	1929	10	0	36516	2	0	36536	1	4095	36551	1	0	36561	1	0	34994	13	0															
mk_boots	68	2175	1	39	1	1	0	72	100	7	2175	1	0	1930	10	0	36516	1	0	36536	1	4095	36551	1	0	36561	1	0	34994	7	0															
mk_leather_boots	69	2176	2	40	1	1	0	84	100	8	2176	1	0	1931	10	0	36516	2	0	36536	1	4095	36551	1	0	36561	1	0	2130	1	0	1458	1	0												
mk_bone_helmet	70	2177	2	45	1	1	0	84	100	8	2177	1	0	1932	10	0	36521	1	0	36541	1	4108	36551	1	0	36561	1	0	2130	1	0	1458	2	0												
mk_dark_hose	71	2178	2	467	1	1	0	96	100	8	2178	1	0	1933	10	0	36526	6	0	36531	2	0	36551	1	0	36561	1	0	2130	2	0	1458	3	0												
mk_excellence_leather_gloves	72	2179	2	604	1	1	0	84	100	8	2179	1	0	1934	10	0	36516	2	0	36536	1	4095	36551	1	0	36561	1	0	2130	1	0	1458	1	0												
mk_scale_mail	73	2180	2	348	1	1	0	96	100	8	2180	1	0	1935	10	0	36521	4	0	36541	2	4108	36551	2	0	36561	2	0	2130	4	0	1458	7	0												
mk_white_tunic	74	2181	2	434	1	1	0	96	100	8	2181	1	0	1936	10	0	36526	9	0	36531	3	0	36551	2	0	36561	1	0	2130	3	0	1458	5	0												
mk_scale_gaiters	75	2182	2	377	1	1	0	96	100	8	2182	1	0	1937	10	0	36521	3	0	36541	2	4108	36551	1	0	36561	1	0	2130	2	0	1458	4	0												
mk_mithril_banded_mail	76	2183	3	393	1	1	0	108	100	8	2183	1	0	1938	10	0	36516	12	0	36536	3	4095	36551	2	0	36561	2	0	2130	4	0	1458	8	0												
mk_mithril_banded_gaiters	77	2184	3	415	1	1	0	108	100	8	2184	1	0	1939	10	0	36516	8	0	36536	2	4095	36551	1	0	36561	1	0	2130	3	0	1458	5	0												
mk_iron_boots	78	2185	3	553	1	1	0	108	100	8	2185	1	0	1940	10	0	36521	2	0	36541	1	4108	36551	1	0	36561	1	0	2130	2	0	1458	3	0												
mk_brigandine	79	2186	3	352	1	1	0	120	100	8	2186	1	0	1941	10	0	36521	9	0	36541	5	4108	36551	4	0	36561	3	0	2130	7	0	1458	15	0												
mk_manticor_skin_shirt	80	2187	3	395	1	1	0	120	100	8	2187	1	0	1942	10	0	36516	18	0	36536	5	4095	36551	3	0	36561	2	0	2130	6	0	1458	11	0												
mk_manticor_skin_gaiters	81	2188	3	417	1	1	0	120	100	8	2188	1	0	1943	10	0	36516	11	0	36536	3	4095	36551	2	0	36561	2	0	2130	4	0	1458	7	0												
mk_mithril_tunic	82	2189	3	437	1	1	0	120	100	8	2189	1	0	1944	10	0	36526	19	0	36531	6	0	36551	3	0	36561	2	0	2130	6	0	1458	11	0												
mk_mithril_hose	83	2190	3	470	1	1	0	120	100	8	2190	1	0	1945	10	0	36526	12	0	36531	4	0	36551	2	0	36561	2	0	2130	4	0	1458	7	0												
mk_gauntlet_of_repose_of_the_soul	84	2191	3	606	1	1	0	120	100	8	2191	1	0	1946	10	0	36521	3	0	36541	2	4108	36551	1	0	36561	1	0	2130	2	0	1458	4	0												
mk_kite_shield	85	2192	3	629	1	1	0	120	100	8	2192	1	0	1947	10	0	36521	3	0	36541	2	4108	36551	1	0	36561	1	0	2130	2	0	1458	4	0												
mk_boots_of_power	86	2193	3	1124	1	1	0	120	100	8	2193	1	0	1948	10	0	36521	3	0	36541	2	4108	36551	1	0	36561	1	0	2130	2	0	1458	4	0												
mk_mithril_glove	87	2194	4	61	1	1	0	129	100	8	2194	1	0	1949	10	0	36526	9	0	36531	3	0	36551	2	0	36561	1	0	2130	3	0	1458	5	0												
mk_half_plate	88	2195	4	353	1	1	0	129	100	8	2195	1	0	1950	10	0	36521	12	0	36541	6	4108	36551	5	0	36561	4	0	2130	10	0	1458	19	0												
mk_plate_gaiters	89	2196	4	380	1	1	0	129	100	8	2196	1	0	1951	10	0	36521	8	0	36541	4	4108	36551	3	0	36561	3	0	2130	6	0	1458	12	0												
mk_slamander_skin_mail	90	2197	4	396	1	1	0	129	100	8	2197	1	0	1952	10	0	36516	37	0	36536	10	4095	36551	5	0	36561	5	0	2130	11	0	1458	23	0												
mk_sage's_rag	91	2198	4	438	1	1	0	129	100	8	2198	1	0	1953	10	0	36526	40	0	36531	13	0	36551	5	0	36561	5	0	2130	11	0	1458	23	0												
mk_karmian_hose	92	2199	4	471	1	1	0	138	100	8	2199	1	0	1954	10	0	36527	1	0	36532	1	0	36552	1	0	36562	1	0	2131	2	0	1459	3	0												
mk_chain_helmet	93	2200	4	497	1	1	0	129	100	8	2200	1	0	1955	10	0	36521	5	0	36541	3	4108	36551	2	0	36561	2	0	2130	4	0	1458	7	0												
mk_square_shield	94	2201	4	630	1	1	0	129	100	8	2201	1	0	1956	10	0	36521	4	0	36541	2	4108	36551	2	0	36561	1	0	2130	3	0	1458	5	0												
mk_assault_boots	95	2202	4	1125	1	1	0	129	100	8	2202	1	0	1957	10	0	36521	3	0	36541	2	4108	36551	2	0	36561	1	0	2130	3	0	1458	5	0												
mk_mithril_boots	96	2203	4	62	1	1	0	138	100	8	2203	1	0	1958	10	0	36522	1	0	36542	1	4111	36552	1	0	36562	1	0	2131	1	0	1459	2	0												
mk_chain_mail_shirt	97	2204	4	354	1	1	0	138	100	8	2204	1	0	1959	10	0	36522	1	0	36542	1	4111	36552	1	0	36562	1	0	2131	4	0	1459	6	0												
mk_chain_gaiters	98	2205	4	381	1	1	0	138	100	8	2205	1	0	1960	10	0	36522	1	0	36542	1	4111	36552	1	0	36562	1	0	2131	3	0	1459	4	0												
mk_tempered_mithril_shirt	99	2206	4	397	1	1	0	138	100	8	2206	1	0	1961	10	0	36517	1	0	36537	1	4098	36552	1	0	36562	1	0	2131	3	0	1459	4	0												
mk_karmian_tunic	100	2207	4	439	1	1	0	138	100	8	2207	1	0	1962	10	0	36527	1	0	36532	1	0	36552	1	0	36562	1	0	2131	3	0	1459	4	0												
mk_ogre_power_gauntlet	101	2208	4	607	1	1	0	129	100	8	2208	1	0	1963	10	0	36521	3	0	36541	2	4108	36551	2	0	36561	1	0	2130	3	0	1458	5	0												
mk_eldarake	102	2209	4	631	1	1	0	138	100	8	2209	1	0	1964	10	0	36522	1	0	36542	1	4111	36552	1	0	36562	1	0	2131	2	0	1459	2	0												
mk_metal_plate_helmet	103	2210	4	498	1	1	0	141	100	8	2210	1	0	1965	10	0	36522	1	0	36542	1	4111	36552	1	0	36562	1	0	2131	2	0	1459	3	0												
mk_plate_leather	104	2211	5	398	1	1	0	144	100	8	2211	1	0	1966	10	0	36517	1	0	36537	1	4098	36552	1	0	36562	1	0	2131	4	0	1459	5	0												
mk_plate_leather_gaiters	105	2212	5	418	1	1	0	144	100	8	2212	1	0	1967	10	0	36517	1	0	36537	1	4098	36552	1	0	36562	1	0	2131	3	0	1459	3	0												
mk_dwarven_chain_mail_shirt	106	2213	5	355	1	1	0	147	100	8	2213	1	0	1968	10	0	36522	1	0	36542	1	4111	36552	1	0	36562	1	0	2131	5	0	1459	7	0												
mk_dwarven_chain_gaiters	107	2214	5	382	1	1	0	147	100	8	2214	1	0	1969	10	0	36522	1	0	36542	1	4111	36552	1	0	36562	1	0	2131	4	0	1459	5	0												
mk_robe_of_seal	108	2215	5	440	1	1	0	147	100	8	2215	1	0	1970	10	0	36527	2	0	36532	1	0	36552	1	0	36562	1	0	2131	7	0	1459	9	0												
mk_great_helmet	109	2216	5	500	1	1	0	147	100	8	2216	1	0	1971	10	0	36522	1	0	36542	1	4111	36552	1	0	36562	1	0	2131	2	0	1459	3	0												
mk_knight_shield	110	2217	5	632	1	1	0	147	100	8	2217	1	0	1972	10	0	36522	1	0	36542	1	4111	36552	1	0	36562	1	0	2131	2	0	1459	2	0												
mk_paagrio_hand	111	2218	5	1120	1	1	0	147	100	8	2218	1	0	1973	10	0	36527	1	0	36532	1	0	36552	1	0	36562	1	0	2131	2	0	1459	2	0												
mk_crimson_boots	112	2219	5	1126	1	1	0	147	100	8	2219	1	0	1974	10	0	36527	1	0	36532	1	0	36552	1	0	36562	1	0	2131	2	0	1459	2	0												
mk_rind_leather_mail	113	2220	5	399	1	1	0	147	100	8	2220	1	0	1975	10	0	36517	1	0	36537	1	4098	36552	1	0	36562	1	0	2131	4	0	1459	5	0												
mk_rind_leather_gaiters	114	2221	5	419	1	1	0	147	100	8	2221	1	0	1976	10	0	36517	1	0	36537	1	4098	36552	1	0	36562	1	0	2131	3	0	1459	4	0												
mk_composite_armor	115	2222	5	60	1	1	0	156	100	8	2222	1	0	1977	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2131	13	0	1459	17	0												
mk_tower_shield	116	2223	5	103	1	1	0	156	100	8	2223	1	0	1978	10	0	36522	1	0	36542	1	4111	36552	1	0	36562	1	0	2131	2	0	1459	3	0												
mk_demon's_tunic	117	2224	5	441	1	1	0	156	100	8	2224	1	0	1979	10	0	36527	2	0	36532	1	0	36552	1	0	36562	1	0	2131	6	0	1459	8	0												
mk_demon's_hose	118	2225	5	472	1	1	0	156	100	8	2225	1	0	1980	10	0	36527	1	0	36532	1	0	36552	1	0	36562	1	0	2131	4	0	1459	5	0												
mk_mithril_gauntlet	119	2226	5	608	1	1	0	156	100	8	2226	1	0	1981	10	0	36522	1	0	36542	1	4111	36552	1	0	36562	1	0	2131	2	0	1459	3	0												
mk_forgotten_boots	120	2227	5	1127	1	1	0	156	100	8	2227	1	0	1982	10	0	36527	1	0	36532	1	0	36552	1	0	36562	1	0	2131	2	0	1459	3	0												
mk_shining_circlet	121	2228	5	1149	1	1	0	156	100	8	2228	1	0	1983	10	0	36527	1	0	36532	1	0	36552	1	0	36562	1	0	2131	3	0	1459	4	0												
mk_theca_leather_mail	122	2229	5	400	1	1	0	159	100	8	2229	1	0	1984	10	0	36517	2	0	36537	1	4098	36552	1	0	36562	1	0	2131	7	0	1459	9	0												
mk_theca_leather_gaiters	123	2230	5	420	1	1	0	159	100	8	2230	1	0	1985	10	0	36517	1	0	36537	1	4098	36552	1	0	36562	1	0	2131	4	0	1459	6	0												
mk_full_plate_armor	124	2231	6	356	1	1	0	165	100	8	2231	1	0	1986	10	0	36522	2	0	36542	1	4111	36552	1	0	36562	1	0	2131	18	0	1459	24	0												
mk_drake_leather_mail	125	2232	6	401	1	1	0	165	100	8	2232	1	0	1987	10	0	36517	3	0	36537	1	4098	36552	1	0	36562	1	0	2131	14	0	1459	18	0												
mk_divine_tunic	126	2233	6	442	1	1	0	165	100	8	2233	1	0	1988	10	0	36527	2	0	36532	1	0	36552	1	0	36562	1	0	2131	9	0	1459	11	0												
mk_divine_hose	127	2234	6	473	1	1	0	165	100	8	2234	1	0	1989	10	0	36527	2	0	36532	1	0	36552	1	0	36562	1	0	2131	6	0	1459	7	0												
mk_mithril_helmet	128	2235	6	499	1	1	0	165	100	8	2235	1	0	1990	10	0	36522	1	0	36542	1	4111	36552	1	0	36562	1	0	2131	5	0	1459	6	0												
mk_cap_of_mana	129	2236	6	529	1	1	0	165	100	8	2236	1	0	1991	10	0	36527	1	0	36532	1	0	36552	1	0	36562	1	0	2131	5	0	1459	6	0												
mk_paradia_hood	130	2237	6	531	1	1	0	165	100	8	2237	1	0	1992	10	0	36527	1	0	36532	1	0	36552	1	0	36562	1	0	2131	5	0	1459	6	0												
mk_hood_of_sola_eclipse	131	2238	6	533	1	1	0	165	100	8	2238	1	0	1993	10	0	36527	1	0	36532	1	0	36552	1	0	36562	1	0	2131	5	0	1459	6	0												
mk_hood_of_summons	132	2239	6	535	1	1	0	165	100	8	2239	1	0	1994	10	0	36527	1	0	36532	1	0	36552	1	0	36562	1	0	2131	5	0	1459	6	0												
mk_elemental_hood	133	2240	6	537	1	1	0	165	100	8	2240	1	0	1995	10	0	36527	1	0	36532	1	0	36552	1	0	36562	1	0	2131	5	0	1459	6	0												
mk_hood_of_grace	134	2241	6	539	1	1	0	165	100	8	2241	1	0	1996	10	0	36527	1	0	36532	1	0	36552	1	0	36562	1	0	2131	5	0	1459	6	0												
mk_phoenix's_hood	135	2242	6	541	1	1	0	165	100	8	2242	1	0	1997	10	0	36527	1	0	36532	1	0	36552	1	0	36562	1	0	2131	5	0	1459	6	0												
mk_hood_of_assistance	136	2243	6	543	1	1	0	165	100	8	2243	1	0	1998	10	0	36527	1	0	36532	1	0	36552	1	0	36562	1	0	2131	5	0	1459	6	0												
mk_flame_bonnet	137	2244	6	545	1	1	0	165	100	8	2244	1	0	1999	10	0	36527	1	0	36532	1	0	36552	1	0	36562	1	0	2131	5	0	1459	6	0												
mk_pata_i	138	5008	6	264	1	1	0	171	60	8	5008	1	0	5008	10	0	36522	4	0	36542	2	4111	36547	2	0	36562	2	0	2132	24	0	1460	21	0												
mk_bonnet_o'_avadon	139	2246	6	549	1	1	0	165	100	8	2246	1	0	2001	10	0	36527	1	0	36532	1	0	36552	1	0	36562	1	0	2131	5	0	1459	6	0												
mk_helmet_of_pledge	140	2247	6	551	1	1	0	165	100	8	2247	1	0	2002	10	0	36527	1	0	36532	1	0	36552	1	0	36562	1	0	2131	5	0	1459	6	0												
mk_gauntlet_of_ghost	141	2248	6	609	1	1	0	165	100	8	2248	1	0	2003	10	0	36522	1	0	36542	1	4111	36552	1	0	36562	1	0	2131	3	0	1459	4	0												
mk_adamantite_boots	142	2249	6	1128	1	1	0	165	100	8	2249	1	0	2004	10	0	36522	1	0	36542	1	4111	36552	1	0	36562	1	0	2131	3	0	1459	4	0												
mk_bone_arrow	143	2250	2	1341	650	1	0	80	100	2	1864	1	0	1881	1	31																														
mk_fine_steel_arrow	144	2251	3	1342	600	1	0	100	100	2	1864	4	0	1880	1	30																														
mk_iron_hammer	145	2252	1	87	1	1	0	72	100	7	2252	1	0	2014	10	0	36521	8	0	36541	4	4108	36546	3	0	36561	3	0	34994	132	0															
mk_sword_breaker	146	2253	1	219	1	1	0	72	100	7	2253	1	0	2015	10	0	36521	8	0	36541	4	4108	36546	3	0	36561	3	0	34994	132	0															
mk_composition_bow	147	2254	1	273	1	1	0	72	100	7	2254	1	0	2016	10	0	36521	8	0	36541	4	4108	36546	3	0	36561	3	0	34994	132	0															
mk_saber	148	2255	2	123	1	1	0	84	100	8	2255	1	0	2017	10	0	36521	13	0	36541	6	4108	36546	5	0	36561	4	0	2130	10	0	1458	20	0												
mk_assassin_knife	149	2256	2	221	1	1	0	84	100	8	2256	1	0	2018	10	0	36521	13	0	36541	6	4108	36546	5	0	36561	4	0	2130	10	0	1458	20	0												
mk_trident	150	2257	2	291	1	1	0	84	100	8	2257	1	0	2019	10	0	36521	13	0	36541	6	4108	36546	5	0	36561	4	0	2130	10	0	1458	20	0												
mk_temptation_of_abyss	151	2258	2	313	1	1	0	84	100	4	2258	1	0	2020	10	0	2130	95	0	1458	194	0																								
mk_spinebone_sword	152	2259	2	125	1	1	0	96	100	8	2259	1	0	2021	10	0	36521	20	0	36541	9	4108	36546	8	0	36561	6	0	2130	15	0	1458	31	0												
mk_mace_of_judgment	153	2260	2	180	1	1	0	96	100	8	2260	1	0	2022	10	0	36521	20	0	36541	9	4108	36546	8	0	36561	6	0	2130	15	0	1458	31	0												
mk_conjure_staff	154	2261	2	184	1	1	0	96	100	8	2261	1	0	2023	10	0	36521	20	0	36541	9	4108	36546	8	0	36561	6	0	2130	15	0	1458	31	0												
mk_elven_bow	155	2262	2	276	1	1	0	96	100	8	2262	1	0	2024	10	0	36521	20	0	36541	9	4108	36546	8	0	36561	6	0	2130	15	0	1458	31	0												
mk_dwarven_trident	156	2263	2	295	1	1	0	96	100	8	2263	1	0	2025	10	0	36521	20	0	36541	9	4108	36546	8	0	36561	6	0	2130	15	0	1458	31	0												
mk_two-handed_sword	157	2264	3	124	1	1	0	108	100	8	2264	1	0	2026	10	0	36521	29	0	36541	14	4108	36546	12	0	36561	9	0	2130	23	0	1458	46	0												
mk_spike_club	158	2265	3	157	1	1	0	108	100	8	2265	1	0	2027	10	0	36521	29	0	36541	14	4108	36546	12	0	36561	9	0	2130	23	0	1458	46	0												
mk_knife_o'_silenus	159	2266	3	241	1	1	0	108	100	8	2266	1	0	2028	10	0	36521	29	0	36541	14	4108	36546	12	0	36561	9	0	2130	23	0	1458	46	0												
mk_gastraphetes	160	2267	3	278	1	1	0	108	100	8	2267	1	0	2029	10	0	36521	29	0	36541	14	4108	36546	12	0	36561	9	0	2130	23	0	1458	46	0												
mk_tome_of_blood	161	2268	3	317	1	1	0	108	100	4	2268	1	0	2030	10	0	2130	224	0	1458	458	0																								
mk_morning_star	162	2269	3	88	1	1	1	120	100	8	2269	1	0	2031	10	0	36521	43	0	36541	20	4108	36546	18	0	36561	13	0	2130	34	0	1458	69	0												
mk_goathead_staff	163	2270	3	90	1	1	1	120	100	8	2270	1	0	2032	10	0	36521	43	0	36541	20	4108	36546	18	0	36561	13	0	2130	34	0	1458	69	0												
mk_winged_spear	164	2271	3	93	1	1	1	120	100	8	2271	1	0	2033	10	0	36521	43	0	36541	20	4108	36546	18	0	36561	13	0	2130	34	0	1458	69	0												
mk_sword_of_revolution	165	2272	3	129	1	1	1	120	100	8	2272	1	0	2034	10	0	36521	43	0	36541	20	4108	36546	18	0	36561	13	0	2130	34	0	1458	69	0												
mk_tarbar	166	2273	3	158	1	1	1	120	100	8	2273	1	0	2035	10	0	36521	43	0	36541	20	4108	36546	18	0	36561	13	0	2130	34	0	1458	69	0												
mk_skull_breaker	167	2274	3	169	1	1	1	120	100	8	2274	1	0	2036	10	0	36521	43	0	36541	20	4108	36546	18	0	36561	13	0	2130	34	0	1458	69	0												
