id	name	add_name	description	popup	action	unk1	unk2	unk3	Card	unk_5[0]	unk_5[1]	unk_5[2]	unk_5[3]	unk_5[4]	unk_5[5]	unk_5[6]
736	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
737	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
739	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
740	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
741	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
742	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
745	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
746	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
750	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
751	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
752	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
753	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
796	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
809	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
844	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
937	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
938	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
939	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
940	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
941	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
942	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
943	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
944	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
947	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
948	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
951	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
952	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
955	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
956	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
963	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
964	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
965	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
966	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
967	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
968	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
969	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
970	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
971	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
972	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
973	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
974	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
976	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
977	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
978	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
979	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
982	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
983	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
984	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
985	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
986	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
987	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
988	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1008	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1009	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1010	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1011	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1012	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1013	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1014	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1015	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1016	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1017	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1018	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1019	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1020	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1021	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1022	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1023	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1024	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1025	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1026	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1027	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1028	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1029	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1030	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1031	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1032	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1033	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1034	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1035	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1036	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1037	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1038	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1039	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1040	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1041	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1042	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1043	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1044	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1045	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1046	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1047	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1048	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1049	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1050	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1051	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1052	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1053	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1054	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1055	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1056	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1057	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1058	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1059	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1060	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1061	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1067	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1068	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1069	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1070	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1071	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1072	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1073	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1076	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1077	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1078	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1079	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1080	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1081	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1082	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1083	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1084	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1085	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1086	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1087	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1088	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1089	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1090	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1091	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1092	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1093	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1094	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1095	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1096	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1097	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1098	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1099	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1106	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1107	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1112	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1113	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1114	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1115	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1116	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1117	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1118	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1130	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1131	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1132	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1133	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1134	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1135	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1136	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1137	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1138	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1139	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1140	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1141	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1143	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1144	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1145	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1150	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1151	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1152	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1153	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1154	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1155	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1156	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1157	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1158	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1159	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1160	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1161	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1162	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1163	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1164	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1165	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1166	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1167	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1168	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1169	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1170	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1171	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1172	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1173	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1174	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1175	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1176	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1177	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1178	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1179	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1180	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1183	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1184	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1185	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1186	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1187	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1188	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1189	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1190	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1191	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1192	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1193	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1194	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1195	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1196	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1197	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1198	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1199	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1200	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1201	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1202	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1203	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1204	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1205	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1206	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1207	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1208	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1209	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1210	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1211	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1212	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1214	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1215	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1216	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1217	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1218	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1219	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1220	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1221	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1222	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1223	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1224	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1225	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1226	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1227	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1228	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1229	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1230	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1231	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1232	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1233	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1234	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1235	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1236	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1237	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1238	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1239	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1240	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1241	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1242	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1243	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1244	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1245	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1246	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1247	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1248	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1249	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1250	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1251	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1252	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1253	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1254	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1255	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1256	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1257	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1258	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1259	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1260	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1261	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1262	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1263	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1264	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1265	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1266	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1267	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1268	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1269	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1270	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1271	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1272	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1273	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1274	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1275	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1276	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1277	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1278	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1279	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1280	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1281	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1282	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1283	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1284	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1285	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1286	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1287	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1288	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1289	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1290	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1291	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1292	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1293	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1294	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1334	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1335	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1336	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1337	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1338	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1339	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1340	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1341	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1342	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1343	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
1346	NoItemName	a,	a,	0	a,	0	-1	0		0	0	0	0	0	0	0
