tag	quest_id	quest_prog	quest_name	prog_name	description	item_id_cnt	items[0]	items[1]	items[2]	items[3]	items[4]	items[5]	items[6]	items[7]	items[8]	item_unk_cnt	items_unk[0]	items_unk[1]	items_unk[2]	items_unk[3]	items_unk[4]	items_unk[5]	items_unk[6]	items_unk[7]	items_unk[8]	item_count_cnt	item_count[0]	item_count[1]	item_count[2]	item_count[3]	item_count[4]	item_count[5]	item_count[6]	item_count[7]	item_count[8]	quest_x	quest_y	quest_z	quest_pos_cnt	quest_x_1[0]	quest_x_1[1]	quest_x_1[2]	quest_x_1[3]	quest_x_1[4]	quest_x_1[5]	quest_x_1[6]	quest_x_1[7]	quest_x_1[8]	quest_y_1[0]	quest_y_1[1]	quest_y_1[2]	quest_y_1[3]	quest_y_1[4]	quest_y_1[5]	quest_y_1[6]	quest_y_1[7]	quest_y_1[8]	quest_z_1[0]	quest_z_1[1]	quest_z_1[2]	quest_z_1[3]	quest_z_1[4]	quest_z_1[5]	quest_z_1[6]	quest_z_1[7]	quest_z_1[8]	UNK_2	UNK_VAL[0]	UNK_VAL[1]	UNK_VAL[2]	UNK_VAL[3]	UNK_VAL[4]	UNK_VAL[5]	UNK_VAL[6]	UNK_VAL[7]	UNK_VAL[8]	lvl_min	lvl_max	quest_type	entity_name	get_item_in_quest	UNK_3	UNK_4	UNK_5	contact_npc_id	contact_npc_x	contact_npc_y	contact_npc_z	restricions	short_description	req_class_cnt	UNK_6	req_class[0]	req_class[1]	req_class[2]	req_class[3]	req_class[4]	req_class[5]	req_class[6]	req_class[7]	req_class[8]	req_class[9]	req_class[10]	req_class[11]	req_class[12]	req_class[13]	req_class[14]	req_class[15]	req_class[16]	req_class[17]	req_class[18]	req_class[19]	req_class[20]	req_class[21]	req_class[22]	req_class[23]	req_class[24]	req_class[25]	req_class[26]	req_class[27]	req_class[28]	req_class[29]	req_class[30]	req_class[31]	req_class[32]	req_class[33]	req_class[34]	req_class[35]	req_class[36]	req_class[37]	req_class[38]	req_class[39]	req_class[40]	req_class[41]	req_class[42]	req_class[43]	req_class[44]	req_class[45]	req_class[46]	req_class[47]	req_class[48]	req_class[49]	req_class[50]	req_class[51]	req_class[52]	req_class[53]	req_class[54]	req_class[55]	req_class[56]	req_class[57]	req_class[58]	req_class[59]	req_class[60]	req_class[61]	req_class[62]	req_class[63]	req_class[64]	req_class[65]	req_class[66]	req_class[67]	req_class[68]	req_class_2[0]	req_class_2[1]	req_class_2[2]	req_class_2[3]	req_class_2[4]	req_class_2[5]	req_class_2[6]	req_class_2[7]	req_class_2[8]	req_class_2[9]	req_class_2[10]	req_class_2[11]	req_class_2[12]	req_class_2[13]	req_class_2[14]	req_class_2[15]	req_class_2[16]	req_class_2[17]	req_class_2[18]	req_class_2[19]	req_class_2[20]	req_class_2[21]	req_class_2[22]	req_class_2[23]	req_class_2[24]	req_class_2[25]	req_class_2[26]	req_class_2[27]	req_class_2[28]	req_class_2[29]	req_class_2[30]	req_class_2[31]	req_class_2[32]	req_class_2[33]	req_class_2[34]	req_class_2[35]	req_class_2[36]	req_class_2[37]	req_class_2[38]	req_class_2[39]	req_class_2[40]	req_class_2[41]	req_class_2[42]	req_class_2[43]	req_class_2[44]	req_class_2[45]	req_class_2[46]	req_class_2[47]	req_class_2[48]	req_class_2[49]	req_class_2[50]	req_class_2[51]	req_class_2[52]	req_class_2[53]	req_class_2[54]	req_class_2[55]	req_class_2[56]	req_class_2[57]	req_class_2[58]	req_class_2[59]	req_class_2[60]	req_class_2[61]	req_class_2[62]	req_class_2[63]	req_item_cnt	req_item[0]	req_item[1]	clan_pet_quest	req_quest_complete	UNK_7	area_id	UNK_8	reward_id_cnt	reward_id[0]	reward_id[1]	reward_count_cnt	reward_count[0]	reward_count[1]	UNK_9[0]	UNK_9[1]	parent_step_cnt	parent_step[0]	parent_step[1]
1	2	-1	What Women Want			0										0										0										0.00000000	0.00000000	0.00000000	0																												0										2	5	3		1	1	1	1	30223	42978.00000000	49115.00000000	-2994.00000000	Elf, Human	Arujian, a young man in the Elven Village, adores Magister Greenis with all his heart, but no one knows if Greenis returns his affections.	49		0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99	18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																																																					0			0	0	0	67	0	1	49040		1	1		0		1	5	
1	3	1	Will the Seal be Broken?	Preparation for a Ritual	Dark Elven Tetrarch Talloth is continuing in the studies of the dark arts in order to break the seal that binds Mitraell, the leader of the Dark Elves. He asks that you to go to the school of the Dark Arts and bring him an Onyx Beast's eye, a Taint Stone and Succubus Blood which are all needed to break the Seal.  This being the first stage among three stages that binds the great leader.\\n\\Monsters to be hunted - Onyx Beast, Tainted Zombie, Stink Zombie, Lesser Succubus, Lesser Succubus Turen and Lesser Succubus Tilfo\\n	3	1081	1082	1083							3	0	0	0							3	1	1	1							-47120.00000000	59136.00000000	-3328.00000000	0																												0										16	26	3	School of Dark Arts	1	1	1	1	30141	11012.00000000	14128.00000000	-4242.00000000	Dark Elf	The Human has betrayed the secret that's kept Hierarch Mitraell sealed for centuries! Help Tettrarch Talloth break the seal that binds Mitraell!	20		31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																																																																																		0			0	0	0	67	0	1	57		1	3800		0		1	0	
1	3	2	Will the Seal be Broken?	Return to Tetrarch Talloth	You have collected all the ingredients required for a spell. Return to Hierarch Talloth.\\n	0										0										0										11012.00000000	14128.00000000	-4242.00000000	0																												0										16	26	3	Tetrarch Talloth	0	1	1	1	30141	11012.00000000	14128.00000000	-4242.00000000	Dark Elf	The Human has betrayed the secret that's kept Hierarch Mitraell sealed for centuries! Help Tettrarch Talloth break the seal that binds Mitraell!	20		31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																																																																																		0			0	0	0	67	0	1	57		1	3800		0		1	1	
1	3	-1	Will the Seal be Broken?			0										0										0										0.00000000	0.00000000	0.00000000	0																												0										16	26	3		1	1	1	1	30141	11012.00000000	14128.00000000	-4242.00000000	Dark Elf	The Human has betrayed the secret that's kept Hierarch Mitraell sealed for centuries! Help Tettrarch Talloth break the seal that binds Mitraell!	20		31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																																																																																		0			0	0	0	67	0	1	57		1	3800		0		1	2	
1	4	1	Long live the Pa'agrio Lord!	Gifts from the Six Tribes	Pa'agrio Lord Kakai, the ruler of all the Orcs, has fallen ill. The Centurions have decreed that each tribe shall offer him gifts to improve his health. Centurion Nakusin asks you to collect the offerings from the six tribes. You must meet with the following tribal representatives:\\n\\nTataru Zu Hestui of the dignified Hestui tribe\\nChief Varkees of the cold-blooded Atuba tribe\\nWarehouse Keeper Grookin of the formidable Neruga tribe\\nGantaki Zu Urutu of the strong-willed Urutu tribe\\nTrader Kunai of the tactical Dudamara tribe\\nTrader Uska of the ruthless Gandi tribe.\\n	6	1541	1542	1543	1544	1545	1546				6	0	0	0	0	0	0				6	1	1	1	1	1	1				0.00000000	0.00000000	0.00000000	0																												0										2	5	3		1	1	1	1	30578	-47360.00000000	-113791.00000000	-237.00000000	Orc	Pa'agrio Lord Kakai, the leader of all the Orcs, is sick! The elders have decided that each tribe will need to deliver a present to him to ensure he has a speedy recovery.	13		44	45	46	47	48	49	50	51	52	113	114	115	116																																																																																																																									0			0	0	0	138	0	1	49051		1	1		0		1	0	
1	4	2	Long live the Pa'agrio Lord!	Return to Nakusin	You have collected all of the tributes for Pa'agrio Lord Kakai. Take them to Centurion Nakusin.\\n	0										0										0										-47360.00000000	-113791.00000000	-237.00000000	0																												0										2	5	3	Centurion Nakusin	0	1	1	1	30578	-47360.00000000	-113791.00000000	-237.00000000	Orc	Pa'agrio Lord Kakai, the leader of all the Orcs, is sick! The elders have decided that each tribe will need to deliver a present to him to ensure he has a speedy recovery.	13		44	45	46	47	48	49	50	51	52	113	114	115	116																																																																																																																									0			0	0	0	138	0	1	49051		1	1		0		1	1	
1	4	-1	Long live the Pa'agrio Lord!			0										0										0										0.00000000	0.00000000	0.00000000	0																												0										2	5	3		1	1	1	1	30578	-47360.00000000	-113791.00000000	-237.00000000	Orc	Pa'agrio Lord Kakai, the leader of all the Orcs, is sick! The elders have decided that each tribe will need to deliver a present to him to ensure he has a speedy recovery.	13		44	45	46	47	48	49	50	51	52	113	114	115	116																																																																																																																									0			0	0	0	138	0	1	49051		1	1		0		1	2	
1	5	1	Miner's Favor	Errand to the Village	Miner Bolter, a member of the Gray Pillar Guild, lives at the Strip Mine. He asks you to bring him some things from the village. Visit Trader Shari's weapons shop, Trader Garita's store, Warehouse Chief Reed and Blacksmith Brunon and bring back the items that Miner Bolter is seeking.\\n	4	1548	1549	1550	1551						4	0	0	0	0						4	1	1	1	1						0.00000000	0.00000000	0.00000000	0																												0										2	5	3		1	1	1	1	30554	112656.00000000	-174864.00000000	-611.00000000	No Requirements	The guildsmen of the Gray Pillar Guild are hard at work in the Strip Mine. Miner Bolter is concerned that no one is available to gather the supplies the village needs.	0																																																																																																																																							0			0	0	0	138	0	1	49039		1	1		0		1	0	
1	5	2	Miner's Favor	Return to Miner Bolter	You have all of the items Bolter requested. Take them to him.\\n	0										0										0										112656.00000000	-174864.00000000	-611.00000000	0																												0										2	5	3	Miner Bolter	0	1	1	1	30554	112656.00000000	-174864.00000000	-611.00000000	No Requirements	The guildsmen of the Gray Pillar Guild are hard at work in the Strip Mine. Miner Bolter is concerned that no one is available to gather the supplies the village needs.	0																																																																																																																																							0			0	0	0	138	0	1	49039		1	1		0		1	1	
1	5	-1	Miner's Favor			0										0										0										0.00000000	0.00000000	0.00000000	0																												0										2	5	3		1	1	1	1	30554	112656.00000000	-174864.00000000	-611.00000000	No Requirements	The guildsmen of the Gray Pillar Guild are hard at work in the Strip Mine. Miner Bolter is concerned that no one is available to gather the supplies the village needs.	0																																																																																																																																							0			0	0	0	138	0	1	49039		1	1		0		1	2	
1	101	1	Sword of Solidarity	Broken Sword	Grand Master Roien of Cedric's Training Hall wants to restore the Sword of Solidarity. He explains that the sword was made long ago to symbolize the friendship between Elves and Humans. He mentions that Blacksmith Altran is also very interested in restoring this relic. He asks you to take the letter containing the results of his investigation of the relic to Altran in the Blacksmith Shop.\\n	0										0										0										-85026.00000000	242689.00000000	-3729.00000000	0																												0										10	16	3	Blacksmith Altran	0	1	1	1	30008	-71384.00000000	258304.00000000	-3109.00000000	Human	The Sword of Solidarity has long symbolized the friendship between Elves and Humans. The disappearance of the sword has coincided with the deterioration of that friendship. Grand Master Roien is seeking a warrior to restore the sword to its place of honor.	30		0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99																																																																																																								0			0	0	0	30	0	1	49043		1	1		0		1	0	
1	101	2	Sword of Solidarity	Broken Sword Blade Piece	Blacksmith Altran explains that if he is to restore the Sword of Solidarity to its original condition, he must have the two pieces of the blade. He asks you to go the Elven Ruins and obtain the broken sword blade pieces from the Orcs there. Hunt Tunath Orc Warriors and Tunath Orc Marksmen.\\n	2	740	741								2	0	0								2	1	1								-112720.00000000	234880.00000000	-3693.00000000	0																												0										10	16	3	Elven Ruins	1	1	1	1	30008	-71384.00000000	258304.00000000	-3109.00000000	Human	The Sword of Solidarity has long symbolized the friendship between Elves and Humans. The disappearance of the sword has coincided with the deterioration of that friendship. Grand Master Roien is seeking a warrior to restore the sword to its place of honor.	30		0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99																																																																																																								0			0	0	0	30	0	1	49043		1	1		0		1	1	
1	101	3	Sword of Solidarity	Return to Blacksmith Altran	Take the broken sword blade pieces to Blacksmith Altran.\\n	0										0										0										-85026.00000000	242689.00000000	-3729.00000000	0																												0										10	16	3	Blacksmith Altran	0	1	1	1	30008	-71384.00000000	258304.00000000	-3109.00000000	Human	The Sword of Solidarity has long symbolized the friendship between Elves and Humans. The disappearance of the sword has coincided with the deterioration of that friendship. Grand Master Roien is seeking a warrior to restore the sword to its place of honor.	30		0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99																																																																																																								0			0	0	0	30	0	1	49043		1	1		0		1	2	
1	101	4	Sword of Solidarity	Last Parts	While Blacksmith Altran joins the sword blade pieces together, go to Cedric's Training Hall and obtain the broken sword handle from Grand Master Roien.\\n	1	739									1	0									1	1									-71384.00000000	258304.00000000	-3109.00000000	0																												0										10	16	3	Grand Master Roien	0	1	1	1	30008	-71384.00000000	258304.00000000	-3109.00000000	Human	The Sword of Solidarity has long symbolized the friendship between Elves and Humans. The disappearance of the sword has coincided with the deterioration of that friendship. Grand Master Roien is seeking a warrior to restore the sword to its place of honor.	30		0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99																																																																																																								0			0	0	0	30	0	1	49043		1	1		0		1	3	
1	101	5	Sword of Solidarity	Sword of Solidarity	Take the broken sword handle to Blacksmith Altran so he can restore the Sword of Solidarity to its original condition.\\n	0										0										0										-85026.00000000	242689.00000000	-3729.00000000	0																												0										10	16	3	Blacksmith Altran	0	1	1	1	30008	-71384.00000000	258304.00000000	-3109.00000000	Human	The Sword of Solidarity has long symbolized the friendship between Elves and Humans. The disappearance of the sword has coincided with the deterioration of that friendship. Grand Master Roien is seeking a warrior to restore the sword to its place of honor.	30		0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99																																																																																																								0			0	0	0	30	0	1	49043		1	1		0		1	4	
1	101	-1	Sword of Solidarity			0										0										0										0.00000000	0.00000000	0.00000000	0																												0										9	16	3		1	1	1	1	30008	-71384.00000000	258304.00000000	-3109.00000000	Human	The Sword of Solidarity has long symbolized the friendship between Elves and Humans. The disappearance of the sword has coincided with the deterioration of that friendship. Grand Master Roien is seeking a warrior to restore the sword to its place of honor.	30		0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99																																																																																																								0			0	0	0	30	0	1	49043		1	1		0		1	5	
1	102	1	Sea of Spores Fever	Cure for Fever 	Sentinel Knight Alberius tells you that the Elven researchers who have recently gone to the Sea of Spores have come down with a fever. He is concerned about the guards he has dispatched there and asks for your help. He tells you that Master Cobendell has the cure for the fever but needs the ingredients to make the antidote. Go to Master Cobendell and help him to collect the ingredients he needs.\\n	0										0										0										44823.00000000	52414.00000000	-2795.00000000	0																												0										12	18	3	Master Cobendell	0	1	1	1	30284	45727.00000000	51721.00000000	-2803.00000000	Elf	Sentinels who were conducting experiments in the Sea of Spores have all come down with a bad fever. Sentinel Knight Alberius is seeking someone to visit Master Cobendell to obtain the cure.	19		18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																																																																																			0			0	0	0	67	0	1	15625		1	0		0		1	0	
1	102	2	Sea of Spores Fever	Dryad's Tears 	You must collect Dryad's Tears to make the cure for the fever. Collect 10 Dryad's Tears in the Elven Forest and take them to Master Cobendell. Hunt Dryads and Dryad Elders.\\n	1	966									1	0									1	10									22100.00000000	42756.00000000	-3744.00000000	0																												0										12	18	3	Elven Forest	1	1	1	1	30284	45727.00000000	51721.00000000	-2803.00000000	Elf	Sentinels who were conducting experiments in the Sea of Spores have all come down with a bad fever. Sentinel Knight Alberius is seeking someone to visit Master Cobendell to obtain the cure.	19		18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																																																																																			0			0	0	0	67	0	1	15625		1	0		0		1	1	
1	102	3	Sea of Spores Fever	Return to Cobendell	You have collected all the necessary Dryad's Tears. Take them to Master Cobendell in the Elven Village.\\n	0										0										0										44823.00000000	52414.00000000	-2795.00000000	0																												0										12	18	3	Master Cobendell	0	1	1	1	30284	45727.00000000	51721.00000000	-2803.00000000	Elf	Sentinels who were conducting experiments in the Sea of Spores have all come down with a bad fever. Sentinel Knight Alberius is seeking someone to visit Master Cobendell to obtain the cure.	19		18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																																																																																			0			0	0	0	67	0	1	15625		1	0		0		1	2	
1	102	4	Sea of Spores Fever	Medicine Created	The medicine for the fever has been created! Take it to Sentinel Knight Alberius.\\n	0										0										0										45727.00000000	51721.00000000	-2803.00000000	0																												0										12	18	3	Sentinel Knight Alberius	0	1	1	1	30284	45727.00000000	51721.00000000	-2803.00000000	Elf	Sentinels who were conducting experiments in the Sea of Spores have all come down with a bad fever. Sentinel Knight Alberius is seeking someone to visit Master Cobendell to obtain the cure.	19		18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																																																																																			0			0	0	0	67	0	1	15625		1	0		0		1	3	
1	102	5	Sea of Spores Fever	Delivery of Medicine	Sentinel Knight Alberius asks you to deliver the Fever Medicine to four sentinels who have gone to the Sea of Spores. Take the medicine to Sentinel Berros, Sentinel Veltress, Sentinel Rayen and Sentinel Gartrandell.\\n	0										0										0										0.00000000	0.00000000	0.00000000	0																												0										12	18	3		1	1	1	1	30284	45727.00000000	51721.00000000	-2803.00000000	Elf	Sentinels who were conducting experiments in the Sea of Spores have all come down with a bad fever. Sentinel Knight Alberius is seeking someone to visit Master Cobendell to obtain the cure.	19		18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																																																																																			0			0	0	0	67	0	1	15625		1	0		0		1	4	
